#ejercicio,Org.,Prog.,Econ.,Denominación,Vinc. Org.,Vinc. Fun.,Vinc. Eco.,Créditos Iniciales,Modificaciones de Crédito,Créditos Definitivos,Obligaciones Reconocidas
2018,31   ,3423 ,22100  ,ELECTRICITAT CEM ESTRUCH                          ,31,34   ,22   ,100000,0,100000,0
2018,31   ,3423 ,22102  ,CONSUM GAS CEM ESTRUCH                            ,31,34   ,22   ,100000,0,100000,0
2018,31   ,3423 ,22700  ,NETEJA CEM ESTRUCH                                ,31,34   ,22   ,505420,0,505420,0
2018,31   ,3424 ,22100  ,ELECTRICITAT CEM JULIO MÉNDEZ                     ,31,34   ,22   ,26000,0,26000,0
2018,31   ,3424 ,22102  ,CONSUM GAS CEM JULIO MÉNDEZ                       ,31,34   ,22   ,13000,0,13000,0
2018,31   ,3424 ,227991 ,CONSERV I GEST CEM JULIO MÉNDEZ                   ,31,34   ,22   ,450120,0,450120,0
2018,31   ,3425 ,22100  ,ELECTRICITAT CEM FONDO D'EN PEIXO                 ,31,34   ,22   ,48000,0,48000,0
2018,31   ,3425 ,22102  ,CONSUM GAS CEM FONDO D'EN PEIXO                   ,31,34   ,22   ,30000,0,30000,0
2018,31   ,3425 ,227991 ,CONTR PREST SERVEIS FONDO D'EN PEIXO              ,31,34   ,22   ,750000,0,750000,0
2018,31   ,912  ,10000  ,RETRIBUCIONS BÀSIQUES ÒRGANS DE GOVERN            ,  ,9    ,1    ,56514,0,56514,4036.7
2018,31   ,912  ,16000  ,QUOTES SEGURETAT SOCIAL                           ,  ,9    ,1    ,14652,0,14652,0
2018,32   ,311  ,212    ,"EDIF. SANITAT-CONSERV, I REP.                     ",32,31   ,21   ,12705,0,12705,0
2018,32   ,311  ,22100  ,ELECTRICITAT EDIFICI SALUT PÚBLICA                ,32,31   ,22   ,14000,0,14000,0
2018,32   ,311  ,22602  ,PUBLICITAT I DIFUSIÓ                              ,32,31   ,22   ,10000,0,10000,0
2018,32   ,311  ,226991 ,DESP. DIVERSES                                    ,32,31   ,22   ,1000,0,1000,0
2018,32   ,311  ,226992 ,PROGRAMA DE CARDIOPROTECCIÓ                       ,32,31   ,22   ,10000,0,10000,0
2018,32   ,311  ,22700  ,NETEJA EDIFICI SALUT PÚBLICA                      ,32,31   ,22   ,50237,0,50237,0
2018,32   ,311  ,22706  ,ESTUDIS I TREBALLS TÈCNICS                        ,32,31   ,22   ,1000,0,1000,0
2018,32   ,311  ,227991 ,PREST SERVEIS SALVAMENT PLATJA                    ,32,31   ,22   ,110000,0,110000,0
2018,32   ,311  ,227992 ,PREST SERVEIS PREVENTIUS                          ,32,31   ,22   ,39400,0,39400,0
2018,32   ,3111 ,12000  ,SOUS DEL GRUP A1                                  ,  ,3    ,1    ,14973,0,14973,1131.36
2018,32   ,3111 ,12003  ,SOUS DEL GRUP C1                                  ,  ,3    ,1    ,20168,0,20168,849.61
2018,32   ,3111 ,12004  ,SOUS DEL GRUP C2                                  ,  ,3    ,1    ,17094,0,17094,1222.62
2018,32   ,3111 ,12006  ,TRIENNIS                                          ,  ,3    ,1    ,14018,0,14018,531.56
2018,32   ,3111 ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,  ,3    ,1    ,27033,0,27033,1638.66
2018,32   ,3111 ,12101  ,COMPLEMENT ESPECÍFIC                              ,  ,3    ,1    ,58904,0,58904,5892.39
2018,32   ,3111 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,  ,3    ,1    ,39540,0,39540,0
2018,32   ,3112 ,12001  ,SOUS DEL GRUP A2                                  ,  ,3    ,1    ,13166,0,13166,978.26
2018,32   ,3112 ,12006  ,TRIENNIS                                          ,  ,3    ,1    ,6371,0,6371,471.55
2018,32   ,3112 ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,  ,3    ,1    ,5638,0,5638,402.73
2018,32   ,3112 ,12101  ,COMPLEMENT ESPECÍFIC                              ,  ,3    ,1    ,11206,0,11206,800.44
2018,32   ,3112 ,13000  ,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX        ,  ,3    ,1    ,68523,0,68523,4993.5
2018,32   ,3112 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,  ,3    ,1    ,30561,0,30561,0
2018,32   ,3112 ,22106  ,MATERIAL SANITARI                                 ,32,31   ,22   ,1500,0,1500,0
2018,32   ,3112 ,226991 ,DESP. DIVERSES PROMOCIÓ DE LA SALUT               ,32,31   ,22   ,10000,0,10000,0
2018,32   ,3112 ,22799  ,PREST SERVEIS PROMOCIÓ DE LA SALUT                ,32,31   ,22   ,71250,0,71250,0
2018,32   ,3112 ,227991 ,PROGRAMA SUPORT ADOLESCÈNCIA                      ,32,31   ,22   ,40000,0,40000,0
2018,32   ,3112 ,48902  ,TRANSF CORRENTS ENTITATS                          ,32,31   ,48   ,7000,0,7000,0
2018,32   ,3112 ,48903  ,TRANSF CORRENTS ASSOCIACIÓ FAMILIARS ALZHEIMER    ,32,3112 ,48903,30000,0,30000,0
2018,32   ,3112 ,48904  ,TRANSF CORRENTS ASSOC ESP CONTRA EL CÀNCER        ,32,3112 ,48904,3800,0,3800,0
2018,32   ,3112 ,48906  ,CONVENI CREU ROJA                                 ,32,31   ,48   ,4800,0,4800,0
2018,32   ,3113 ,12001  ,SOUS DEL GRUP A2                                  ,  ,3    ,1    ,13166,0,13166,978.26
2018,32   ,3113 ,12006  ,TRIENNIS                                          ,  ,3    ,1    ,4837,0,4837,359.26
2018,32   ,3113 ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,  ,3    ,1    ,5638,0,5638,402.73
2018,32   ,3113 ,12101  ,COMPLEMENT ESPECÍFIC                              ,  ,3    ,1    ,11206,0,11206,800.44
2018,32   ,3113 ,13000  ,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX        ,  ,3    ,1    ,39720,0,39720,5479.95
2018,32   ,3113 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,  ,3    ,1    ,21533,0,21533,0
2018,32   ,3113 ,22113  ,MATERIAL SANITAT AMBIENTAL                        ,32,31   ,22   ,5900,0,5900,76.19
2018,32   ,3113 ,22699  ,CAMPANYA FOMENT XIP ANIMALS DE COMPANYIA          ,32,31   ,22   ,20000,0,20000,0
2018,32   ,3113 ,22799  ,SERVEIS DIVERSOS SEGURETAT ALIMENTARI             ,32,31   ,22   ,18000,0,18000,0
2018,32   ,3113 ,227991 ,PREST SERV CONTROL SANITARI ANIMAL                ,32,31   ,22   ,60000,0,60000,0
2018,32   ,3113 ,227992 ,TREBALLS TÈCNICS ANÀLISI AIGUA I ALIMENTS         ,32,31   ,22   ,57000,0,57000,0
2018,32   ,3113 ,227993 ,"CONTRACTE DDD (DESRATITZACIÓ, DESINFECCIÓ,...)    ",32,31   ,22   ,52100,0,52100,0
2018,32   ,3113 ,227994 ,GESTIÓ COLÒNIES CONTRALADES GATS                  ,32,31   ,22   ,32000,0,32000,0
2018,32   ,3113 ,227995 ,CONTROL LEGIONEL·LA EDIFICIS MUNICIPALS           ,32,31   ,22   ,30000,0,30000,0
2018,32   ,3113 ,465    ,"TRANSF. CORRENTS COMARQUES, CONV MOSQUITS         ",32,31   ,46   ,20000,0,20000,0
2018,32   ,312  ,226992 ,DESP DIVERSES CURT                                ,32,31   ,22   ,1000,0,1000,0
2018,32   ,312  ,22799  ,CONTR PREST SERVEIS PERS AMB VULNERABILITAT       ,32,31   ,22   ,180000,0,180000,0
2018,32   ,493  ,12001  ,SOUS DEL GRUP A2                                  ,  ,4    ,1    ,13166,0,13166,978.26
2018,32   ,493  ,12004  ,SOUS DEL GRUP C2                                  ,  ,4    ,1    ,8547,0,8547,611.31
2018,32   ,493  ,12006  ,TRIENNIS                                          ,  ,4    ,1    ,6169,0,6169,454.49
2018,32   ,493  ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,  ,4    ,1    ,9353,0,9353,668.04
2018,32   ,493  ,12101  ,COMPLEMENT ESPECÍFIC                              ,  ,4    ,1    ,20359,0,20359,1454.18
2018,32   ,493  ,16000  ,QUOTES SEGURETAT SOCIAL                           ,  ,4    ,1    ,15976,0,15976,0
2018,32   ,493  ,22699  ,CONSUM-DESP.V.AULA CONSUMIDOR I ED.ESC            ,32,49   ,22   ,4000,0,4000,0
2018,32   ,912  ,10000  ,RETRIBUCIONS BÀSIQUES ÒRGANS DE GOVERN            ,  ,9    ,1    ,36724,0,36724,2623.12
2018,32   ,912  ,16000  ,QUOTES SEGURETAT SOCIAL                           ,  ,9    ,1    ,11953,0,11953,0
2018,41   ,326  ,227998 ,ESCOLA MUNICIPAL DE MÚSICA                        ,41,32   ,22   ,450000,0,450000,0
2018,41   ,330  ,226022 ,COMUNICACIÓ - OFERTA FORMATIVA                    ,41,33   ,22   ,35000,0,35000,0
2018,41   ,330  ,226991 ,DESP DIVERSES ACTIVITATS CULTURALS                ,41,33   ,22   ,10000,0,10000,0
2018,41   ,330  ,22799  ,ESTUDIS I ASSESSORAMENTS                          ,41,33   ,22   ,5000,0,5000,0
2018,41   ,330  ,227991 ,COMUNICACIÓ PROJ. EDUCACIÓ-CULTURA-COMUNICACIÓ (EC,41,33   ,22   ,20000,0,20000,0
2018,41   ,330  ,467    ,CONSORCI NORMALITZACIÓ LINGÜÍSTICA                ,41,330  ,467  ,101357,0,101357,0
2018,41   ,3300 ,11000  ,RETRIBUCIONS BÀSIQUES PERSONAL EVENTUAL           ,  ,3    ,1    ,21884,0,21884,1653.6
2018,41   ,3300 ,11001  ,RETRIBUCIONS COMPLEMENTÀRIES PERSONAL EVENTUAL    ,  ,3    ,1    ,50518,0,50518,3608.44
2018,41   ,3300 ,12000  ,SOUS DEL GRUP A2                                  ,  ,3    ,1    ,14973,0,14973,1131.36
2018,41   ,3300 ,12001  ,SOUS DEL GRUP A2                                  ,  ,3    ,1    ,39498,0,39498,2739.13
2018,41   ,3300 ,12003  ,SOUS DEL GRUP C1                                  ,  ,3    ,1    ,20168,0,20168,1420.05
2018,41   ,3300 ,12006  ,TRIENNIS                                          ,  ,3    ,1    ,14492,0,14492,984.98
2018,41   ,3300 ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,  ,3    ,1    ,35876,0,35876,2458.24
2018,41   ,3300 ,12101  ,COMPLEMENT ESPECÍFIC                              ,  ,3    ,1    ,76861,0,76861,5423.99
2018,41   ,3300 ,151    ,GRATIFICACIÓ SERVEIS FUNCIONARIS                  ,  ,3    ,1    ,242,0,242,0
2018,41   ,3300 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,  ,3    ,1    ,64506,0,64506,0
2018,41   ,3301 ,12000  ,SOUS DEL GRUP A1                                  ,  ,3    ,1    ,14973,0,14973,1131.36
2018,41   ,3301 ,12003  ,SOUS DEL GRUP C1                                  ,  ,3    ,1    ,10084,0,10084,734.51
2018,41   ,3301 ,12004  ,SOUS DEL GRUP C2                                  ,  ,3    ,1    ,8547,0,8547,611.31
2018,13.  ,432  ,22602  ,PUBLICITAT I COMUNICACIÓ TURISME                  ,13,43   ,22   ,36100,0,36100,0
2018,13.  ,432  ,22799  ,CONTR PREST SERV OFICINA PORTA DEL DELTA          ,13,43   ,22   ,93144,0,93144,0
2018,13.  ,432  ,227991 ,CONTRACTES PRESTACIÓ SERVEIS TURISME              ,13,43   ,22   ,50000,0,50000,0
2018,13.  ,432  ,465    ,TRANSF CORRENT TURISME CONSORCIS                  ,13,43   ,46   ,17500,0,17500,0
2018,13.  ,432  ,489    ,TRANSF CORRENT ASSOCIACIÓ GASTRONOMIA I TURISME   ,13,432  ,489  ,57500,0,57500,0
2018,13.  ,440  ,12001  ,SOUS DEL GRUP A2                                  ,  ,4    ,1    ,13166,0,13166,978.26
