#Ejercicio,Org.,Prog.,Econ.,Denominación (cast.),Vinc. Org.,Vinc. Fun.,Vinc. Eco.,Créditos Iniciales,Modificaciones de Crédito,Créditos Definitivos,Obligaciones Reconocidas
2020,012  ,932  ,12006  ,TRIENIOS,,9   ,1     ,45988,0,45988,31760.54
2020,012  ,932  ,12100  ,COMPLEMENTO DE DESTINO,,9   ,1     ,81770,0,81770,56124.82
2020,012  ,932  ,12101  ,COMPLEMENTO ESPECÍFICO,,9   ,1     ,185989,0,185989,134300.62
2020,012  ,932  ,16000  ,CUOTAS SEGURIDAD SOCIAL,,9   ,1     ,137190,0,137190,98150.35
2020,012  ,934  ,12000  ,SUELDOS DEL GRUPO A1,,9   ,1     ,16007,0,16007,11501.69
2020,012  ,934  ,12003  ,SUELDOS DEL GRUPO C1,,9   ,1     ,10780,0,10780,7707.86
2020,012  ,934  ,12004  ,SUELDOS DEL GRUPO C2,,9   ,1     ,18275,0,18275,12344.41
2020,012  ,934  ,12006  ,TRIENIOS,,9   ,1     ,10903,0,10903,7527.95
2020,012  ,934  ,12100  ,COMPLEMENTO DE DESTINO,,9   ,1     ,24632,0,24632,17102.33
2020,012  ,934  ,12101  ,COMPLEMENTO ESPECÍFICO,,9   ,1     ,52364,0,52364,40124.78
2020,012  ,934  ,16000  ,CUOTAS SEGURIDAD SOCIAL,,9   ,1     ,35682,0,35682,26239.31
2020,012  ,934  ,22708  ,GASTOS RECAUDACIÓN ORGT,012,934 ,22708 ,420000,0,420000,143640.47
2020,012  ,942  ,464    ,ÁREA METROPOLITANA DE BARCELONA,012,942 ,464   ,1307515,4532,1312047,1307515
2020,012  ,943  ,466    ,APORT. COMUNIDAD MUNICIPIOS PLANA GALET,012,943 ,466   ,20000,0,20000,0
2020,013  ,132  ,204    ,ALQUILERES MATERIALES Y EQUIPOS,013,13  ,20    ,140800,0,140800,63252.61
2020,013  ,132  ,212    ,CONSERV EDIFI INSTAL SEG CIUDADANA,013,13  ,21    ,53292,0,53292,13763.48
2020,013  ,132  ,214    ,POLICÍA LOCAL-VEHÍCULOS,013,13  ,21    ,20000,0,20000,14854.17
2020,013  ,132  ,22100  ,SUBM. ENERGÍA ELÉCTRICA SEGURIDAD CIUDADANA,013,13  ,22    ,28139,0,28139,12136.48
2020,013  ,132  ,22101  ,CONSUMO AGUA SEG CIUDADANA,013,13  ,22    ,3689,0,3689,1137.96
2020,013  ,132  ,22102  ,CONSUMO GAS SEGURIDAD CIUDADANA,013,13  ,22    ,6469,0,6469,4608.17
2020,013  ,132  ,22103  ,POLICÍA LOCA-COMBUSTIBLE,013,13  ,22    ,77061,0,77061,16578.74
2020,013  ,132  ,22104  ,VESTUARIO Y EQUIPO POLICÍA LOCAL,013,13  ,22    ,100400,278300,378700,23143.71
2020,013  ,132  ,22199  ,"POLICÍA LOCAL, SUM. DIVERSOS",013,13  ,22    ,20000,0,20000,2616.27
2020,013  ,132  ,224    ,POLICÍA LOCAL-SEGUROS,013,13  ,22    ,10000,0,10000,0
2020,013  ,132  ,22602  ,PUBLICIDAD Y PROPAGANDA-SEG. CIUDADANA,013,13  ,22    ,1100,0,1100,0
2020,013  ,132  ,22699  ,GASTOS DIVERSOS-POLICÍA LOCAL,013,13  ,22    ,19000,0,19000,1807.25
2020,013  ,132  ,22799  ,CONTR PREST SERVICIOS SEG CIUTADANA,013,13  ,22    ,320000,0,320000,167730.99
2020,013  ,132  ,23020  ,POLICÍA LOCAL-DIETAS,013,13  ,23    ,4228,0,4228,0
2020,013  ,132  ,23120  ,POLICÍA LOCAL-TRASLADOS,013,13  ,23    ,4228,0,4228,946.57
2020,013  ,132  ,481    ,FORMACIÓN Y BECAS,013,13  ,48    ,10000,0,10000,0
2020,013  ,1320 ,12000  ,SUELDOS DEL GRUPO A1,,1   ,1     ,16007,0,16007,11574.74
2020,013  ,1320 ,12001  ,SUELDOS DEL GRUPO A2,,1   ,1     ,14075,0,14075,0
2020,013  ,1320 ,12003  ,SUELDOS DEL GRUPO C1,,1   ,1     ,1093268,0,1093268,573495.54
2020,013  ,1320 ,12004  ,SUELDOS DEL GRUPO C2,,1   ,1     ,54824,0,54824,36678.39
2020,013  ,1320 ,12006  ,TRIENIOS,,1   ,1     ,219878,0,219878,130891.82
2020,013  ,1320 ,12100  ,COMPLEMENTO DE DESTINO,,1   ,1     ,588802,0,588802,310661.69
2020,013  ,1320 ,12101  ,COMPLEMENTO ESPECÍFICO,,1   ,1     ,2067415,0,2067415,1406127.64
2020,013  ,1320 ,121031 ,OTROS COMPLEMENTOS,,1   ,1     ,280567,0,280567,210633.18
2020,031  ,1501 ,12100  ,COMPLEMENTO DE DESTINO,,1   ,1     ,24515,0,24515,2257.66
2020,031  ,1501 ,12101  ,COMPLEMENTO ESPECÍFICO,,1   ,1     ,86785,0,86785,9352.49
2020,031  ,1501 ,121031 ,OTROS COMPLEMENTOS,,1   ,1     ,3262,0,3262,0
2020,031  ,1501 ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,,1   ,1     ,342689,0,342689,210351.07
2020,031  ,1501 ,13001  ,HORAS EXTRAORDINARIAS PERSONAL LABORAL FIJO,,1   ,1     ,9600,0,9600,5170.26
2020,031  ,1501 ,13002  ,OTRAS REMUNERACIONES LABORAL FIJO,,1   ,1     ,1305,0,1305,0
2020,031  ,1501 ,131    ,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,,1   ,1     ,600,0,600,0
