#Ejercicio,Org.,Econ.,Denominación (cast.),Previsiones Iniciales,Modificaciones de previsiones,Previsiones Definitivas,Derechos reconocidos
2020,,113    ,IMPUESTO BIENES INMUEBLES DE NATURALEZA URBANA         ,17388009,0,17388009,18027124.6
2020,,114    ,IMPUESTO BIENES INMUEBLES CARACTERISTICAS ESPECIALES   ,35196327,0,35196327,33810057.38
2020,,112    ,IMPUESTO BIENES INMUEBLES RÚSTICOS                      ,9000,0,9000,9714.23
2020,,115    ,IMPUESTO VEHICULOS TRACCIÓN MECÁNICA                  ,2799745,0,2799745,3018898.83
2020,,116    ,IMPUESTO INCREMENTO VALOR DE TERRENOS          ,2500000,0,2500000,2559018.56
2020,,130    ,IMPUESTO ACTIVIDADES ECONÓMICAS                    ,7940274,0,7940274,142765.8
2020,,290    ,"IMPUESTO CONSTRUCCIONES,INSTALACIONES Y OBRAS       ",1800000,0,1800000,659613.85
2020,,302    ,TASA RECOGIDA BASURA COMERCIAL                   ,64000,0,64000,374.06
2020,,30901  ,VIGILANCIA ESPECIAL                               ,15150,0,15150,4127.7
2020,,311    ,RESIDENCIA DE ANCIANOS,160000,0,160000,86029.01
2020,,31101  ,TASA PRESTACIÓN SERVICIOS SOCIALES                    ,30000,0,30000,27573.65
2020,,312    ,GUARDERÍA,190000,0,190000,41851.5
2020,,31301  ,CURSILLOS Y ACTIVIDADES DEPORTIVAS           ,227250,0,227250,23209.55
2020,,31302  ,INSTALACIONES DEPORTIVAS                         ,30000,0,30000,12712.02
2020,,31303  ,SERVICIOS DEPORTIVOS                              ,2295225,0,2295225,465162.24
2020,,31905  ,CONTROL SANITARIO PERROS,28000,0,28000,35361.28
2020,,321    ,TASA LICENCIES DE OBRAS                           ,520000,0,520000,278727.61
2020,,323    ,TASA PERMISOS AMBIENTALES                          ,404000,0,404000,162624.28
2020,,325    ,EXPEDICIÓN DE DOCUMENTOS                            ,27543,0,27543,16973.04
2020,,326    ,RETIRADA DE VEHÍCULOS,80800,0,80800,19083
2020,,32901  ,MERCADO MUNICIPAL                                  ,28000,0,28000,1858.5
2020,,32902  ,CONTROL SANITARIO DE ESTABLECIMIENTOS                   ,1020,0,1020,732
2020,,32903  ,OTRAS TASAS REALIZACIÓN ACT COMPETENCIA LOCAL,50000,0,50000,64386.79
2020,,331    ,TASAS VADOS                                       ,581457,0,581457,603351.6
2020,,332    ,UTILITZACIÓN PRIVATIVA/APROVECHAMIENTO EMP SUMINISTRA,1000000,0,1000000,712252.79
2020,,333    ,UTILITZACIÓN PRIVATIVA/APROVECHAMIENTO EMP TELECOMUNIC,17000,0,17000,12416.63
2020,,335    ,TASAS VELADORES Y SILLAS                    ,160000,0,160000,139692.53
2020,,338    ,TASA COMPENSACIÓN TELEFÓNICA ESPAÑA                ,205000,0,205000,106803.67
2020,,339    ,OTRAS UTILITZACIONS PRIVATIVES DEL DOMINI PUBLIC ,135673,0,135673,106143.21
2020,,33901  ,TASAS QUIOSCOS                                    ,110000,0,110000,4558.8
2020,,33902  ,TASAS PARADAS EN LA VIA PÚBLICA                    ,44000,0,44000,2225.92
2020,,34901  ,HUERTOS LÚDICOS                                      ,15302,0,15302,7446.5
2020,,34902  ,SERVICIOS CULTURALES,500,0,500,0
2020,,34903  ,SERVICIOS CULTURALES TEATRE MODERN                   ,6,4141.1,4147.1,4355.1
2020,,34904  ,SERVICIOS PROMOCIÓN ECONÓMICA                        ,3060,0,3060,463.74
2020,,34905  ,SERVICIOS/ACTIVIDADES MEDIO AMBIENTE (ACTIVIDADES)      ,38000,0,38000,4135
2020,,34906  ,"SERVICIOS CULTURALES TEATRO ""ARTESÀ""",6,14555.02,14561.02,20201.42
2020,,36000  ,VENTA MATERIAL RECHAZO                         ,3000,0,3000,12615
2020,,36001  ,VENTA DE PUBLICACIONES                             ,100,0,100,0
2020,,36002  ,VENTA DE ELECTRICIDAD                             ,40000,0,40000,24077.5
2020,,36003  ,"PRESTACIÓN SERVICIOS MEDIO AMBIENTE (PAPEL, VIDRIO, CART",425000,0,425000,190890.08
2020,,389    ,REINTEGROS PRESUPUESTOS CERRADOS          ,5000,0,5000,19561.7
2020,,38901  ,REINTEGROS ANUNCIOS                            ,5000,0,5000,0
2020,,39100  ,MULTAS INFRACCIONES URBANISTICAS           ,10000,0,10000,4500
2020,,39120  ,MULTAS CIRCULACIÓN                                 ,520000,0,520000,437960
2020,,39190  ,OTRAS MULTAS Y SANCIONES                          ,50000,0,50000,40096.44
2020,,39200  ,RECARGO DECLARACION EXTEMPORÁNEA                  ,1000,0,1000,870.94
2020,,39211  ,RECARGO APREMIO,37000,0,37000,17724.36
2020,,393    ,INTERESES DE DEMORA                              ,55000,0,55000,86712.71
2020,,398    ,INDEMNIZACIONES DE SEGUROS NO VIDA     ,70000,0,70000,49535.61
2020,,399    ,OTROS INGRESOS DIVERSOS                          ,100000,0,100000,19237.48
2020,,39901  ,OTROS INGRESOS EJECUCIONES SUBSIDIARIAS           ,6,0,6,23313.58
2020,,42000  ,PARTICIPACIÓN EN TRIBUTOS DEL ESTADO                ,15015000,0,15015000,7329125.65
2020,,42090  ,OTRAS TRANSFERENCIAS CORRIENTES DE LA AGE,1000,0,1000,0
2020,,441    ,TRANSFERENCIAS DE EMPRESAS ENTIDAD LOCAL,6,6800,6806,6800
2020,,45000  ,FONDO COOPERACIÓN LOCAL CATALUÑA                   ,389179,0,389179,0
2020,,45001  ,OTRAS TRANSFERENCIAS DE LA GENERALITAT           ,66727,0,66727,59320
2020,,45002  ,SUBV. GENERALITAT SERVICIOS SOCIALES/IGUALDAD        ,2346296,0,2346296,857977.14
2020,,45030  ,SUBV. GENERALITAT EDUCACIÓN                        ,80790,0,80790,14095
2020,,45050  ,SUBV. GENERALITAT OCUPACIÓN-DESARROLLO LOCAL  ,6,914495.46,914501.46,926502.28
2020,,450802 ,SUBVENCIONES GENERALITAT CULTURA-JUVENTUD          ,34000,0,34000,27700
2020,,450803 ,SUBVENCIONES GENERALITAT TURISMO,134000,0,134000,74463.3
2020,,45300  ,"SUBV. SOCIEDADES, ENTIDADES PÚBLICAS Y OTRAS DEPENDIENTES CCAA",10000,0,10000,0
2020,,46100  ,SUBVENCIONES DIPUTACIÓN                             ,100000,0,100000,74094
2020,,46101  ,SUBV. DIPUTACIÓN FORMACIÓN-OCUPACIÓN                 ,6,127433.21,127439.21,46766.22
2020,,46102  ,SUBV. DIPUTACIÓN SERVICIOS SOCIALES                   ,518368,0,518368,308653.14
2020,,46103  ,SUBV. DIPUTACIÓN EDUCACIÓN,481587,0,481587,32535
2020,,46104  ,SUBV. DIPUTACIÓN DEPORTES                           ,25528,0,25528,0
2020,,46105  ,SUBV. DIPUTACIÓN SALUD PÚBLICA                     ,188992,0,188992,148464.09
2020,,46106  ,"SUBV. DIPUTACIÓN, CULTURA-JUVENTUD                 ",42852,0,42852,3000
2020,,46107  ,SUBV. DIPUTACIÓN MEDIO AMBIENTE,4408,0,4408,0
2020,,46108  ,SUBV DIPUTACIÓN PROMOCIÓN MUJER,20047,0,20047,20307.66
2020,,46109  ,SUBV DIPUTACIÓN PROGRAMA COMPLEMENTARIO SOPORTE      ,100000,0,100000,0
2020,,481    ,SUBVENCIONES INSTITUC Y FAMIL SIN ÀNIMO DE LUCRO,0,0,0,50
2020,,600    ,VENTA DE SOLARES,0,0,0,302592.1
2020,,462    ,TRANSFERENCIAS CORRIENTES DE AYUNTAMIENTOS             ,6,0,6,18613.7
2020,,4641   ,TRANSFERENCIAS CORRIENTES DE AREA METROPOLITANA FORM,6,0,6,64903.89
2020,,4642   ,TRANSFERENCIAS CORRIENTES DE AREA METROPOLITANA POBRE,60312,0,60312,0
2020,,4643   ,TRANSFERENCIAS CORRIENTES DE AREA METROPOLITANA,8000,0,8000,28199.09
2020,,465    ,TRANSFERENCIAS CORRIENTES ENTES COMARCALES             ,6,16962.86,16968.86,40902.86
2020,,467    ,TRANSFERENCIAS CORRIENTES DE CONSORCIOS,12000,0,12000,10406.57
2020,,470    ,SUBVENCIONES DE EMPRESAS                            ,5000,0,5000,25000
2020,,480    ,SUBVENCIONES FORMACIÓN Y OCUPACIÓN                   ,6,0,6,0
2020,,490    ,SUBV. FONDO SOCIAL EUROPEO                         ,6,0,6,0
2020,,514    ,INTERESES DE SOCIEDADES MERCANTILES                ,190464,0,190464,94146.53
2020,,52     ,INTERESES DE DEPÓSITOS                            ,50000,0,50000,16907.9
2020,,541    ,PRODUCTO ALQUILERES INMUEBLES                    ,77725,0,77725,19431.13
2020,,550    ,CONCESIONES ADMINISTRATIVAS                       ,230000,0,230000,173191.2
2020,,559    ,OTRAS CONCESIONES Y APROVECHAMIENTOS,16330,0,16330,20344.43
2020,,761    ,TRANSF CAPITAL DIPUTACIÓN DE BARCELONA             ,635266,0,635266,0
2020,,764    ,TRANSF CAPITAL AREA METROPOLITANA DE BARCELONA    ,1307515,0,1307515,45095.04
2020,,82120  ,REINTEGRO PRÉSTAMOS SECTOR PÚBLICO LOCAL,710552,0,710552,350012.74
2020,,830    ,ANTICIPOS REINTEGRABLES PERSONAL                  ,1000,9000,10000,8070.94
2020,,602    ,PARCELAS SOBRANTES DE LA VIA PÚBLICA,0,0,0,129339.53
2020,,87000  ,REMANENTE TESORERIA GASTOS GENERALES,0,15717796.87,15717796.87,0
