#ejercicio,Org.,Prog.,Econ.,Denominación (cat),Vinc. Org.,Vinc. Fun.,Vinc. Eco.,Créditos Iniciales,Modificaciones de Crédito,Créditos Definitivos,Obligaciones Reconocidas
2020,012  ,932  ,12006  ,TRIENNIS                                          ,,9   ,1     ,45988,0,45988,21543.62
2020,012  ,932  ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,9   ,1     ,81770,0,81770,38847.47
2020,012  ,932  ,12101  ,COMPLEMENT ESPECÍFIC                              ,,9   ,1     ,185989,0,185989,93394.81
2020,012  ,932  ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,9   ,1     ,137190,0,137190,65105.66
2020,012  ,934  ,12000  ,SOUS DEL GRUP A1                                  ,,9   ,1     ,16007,0,16007,7891.01
2020,012  ,934  ,12003  ,SOUS DEL GRUP C1                                  ,,9   ,1     ,10780,0,10780,5363.69
2020,012  ,934  ,12004  ,SOUS DEL GRUP C2                                  ,,9   ,1     ,18275,0,18275,9071.08
2020,012  ,934  ,12006  ,TRIENNIS                                          ,,9   ,1     ,10903,0,10903,5359.76
2020,012  ,934  ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,9   ,1     ,24632,0,24632,12169.97
2020,012  ,934  ,12101  ,COMPLEMENT ESPECÍFIC                              ,,9   ,1     ,52364,0,52364,27773.99
2020,012  ,934  ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,9   ,1     ,35682,0,35682,18123
2020,012  ,934  ,22708  ,DESPESES RECAPTACIÓ ORGT                          ,012,934 ,22708 ,420000,0,420000,112954.6
2020,012  ,942  ,464    ,AREA METROPOLITANA DE BARCELONA                   ,012,942 ,464   ,1307515,4532,1312047,1307515
2020,012  ,943  ,466    ,APORT. COMUNITAT MUNICIPIS PLANA GALET            ,012,943 ,466   ,20000,0,20000,0
2020,013  ,132  ,204    ,ARRENDAMENTS MATERIALS I EQUIPS                   ,013,13  ,20    ,140800,0,140800,34113.83
2020,013  ,132  ,212    ,CONSERV EDIFI INSTAL SEG CIUTADANA                ,013,13  ,21    ,53292,0,53292,6728.5
2020,013  ,132  ,214    ,POLICIA LOCAL-VEHICLES                            ,013,13  ,21    ,20000,0,20000,6474.15
2020,013  ,132  ,22100  ,SUBM. ENERGIA ELÈCTRICA SEGURETAT CIUTADANA       ,013,13  ,22    ,28139,0,28139,6496.92
2020,013  ,132  ,22101  ,CONSUM AIGUA SEG CIUTADANA                        ,013,13  ,22    ,3689,0,3689,1137.96
2020,013  ,132  ,22102  ,COMSUM GAS SEGURETAT CIUTADANA                    ,013,13  ,22    ,6469,0,6469,3083.59
2020,013  ,132  ,22103  ,POLICIA LOCAL-COMBUSTIBLE                         ,013,13  ,22    ,77061,0,77061,9676.52
2020,013  ,132  ,22104  ,VESTUARI I EQUIP POLICIA LOCAL                    ,013,13  ,22    ,100400,278300,378700,12422.32
2020,013  ,132  ,22199  ,"POLICIA LOCAL, SUBM DIVERSOS                      ",013,13  ,22    ,20000,0,20000,592.9
2020,013  ,132  ,224    ,POLICIA LOCAL-ASSEGURANCES                        ,013,13  ,22    ,10000,0,10000,0
2020,013  ,132  ,22602  ,PUBLICITAT I PROPAGANDA-SEG.CIUTADANA             ,013,13  ,22    ,1100,0,1100,0
2020,013  ,132  ,22699  ,DESPESES DIVERSES - POLICIA LOCAL                 ,013,13  ,22    ,19000,0,19000,1814.95
2020,013  ,132  ,22799  ,CONTR PREST SERVEIS SEG CIUTADANA                 ,013,13  ,22    ,320000,0,320000,96559.33
2020,013  ,132  ,23020  ,POLICIA LOCAL - DIETES                            ,013,13  ,23    ,4228,0,4228,0
2020,013  ,132  ,23120  ,POLICIA LOCAL - TRASLLATS                         ,013,13  ,23    ,4228,0,4228,577.33
2020,013  ,132  ,481    ,FORMACIÓ I BEQUES                                 ,013,13  ,48    ,10000,0,10000,0
2020,013  ,1320 ,12000  ,SOUS DEL GRUP A1                                  ,,1   ,1     ,16007,0,16007,7964.06
2020,013  ,1320 ,12001  ,SOUS DEL GRUP A2                                  ,,1   ,1     ,14075,0,14075,0
2020,013  ,1320 ,12003  ,SOUS DEL GRUP C1                                  ,,1   ,1     ,1093268,0,1093268,392128.41
2020,013  ,1320 ,12004  ,SOUS DEL GRUP C2                                  ,,1   ,1     ,54824,0,54824,27463.59
2020,013  ,1320 ,12006  ,TRIENNIS                                          ,,1   ,1     ,219878,0,219878,90612.94
