#Ejercicio,Org.,Prog.,Econ.,Denominación (cat),Vinc. Org.,Vinc. Fun.,Vinc. Eco.,Créditos Iniciales,Modificaciones de Crédito,Créditos Definitivos,Obligaciones Reconocidas
2023,051  ,433  ,48908  ,TRANSF CORRENTS SECTOR RESTAURACIÓ                ,051,433  ,48908 ,50000.0,0.0,50000.0,0.0
2023,011  ,9202 ,226021 ,COMUNICACIÓ SOCIAL-DIFUSIÓ                        ,011,92   ,22    ,0.0,0.0,0.0,0.0
2023,031  ,920  ,22700  ,NETEJA EDIFICIS MUNICIPALS                        ,031,92   ,22    ,645250.0,0.0,645250.0,0.0
2023,031  ,920  ,22799  ,CONTR PREST SERVEIS INFRAES VÀRIES                ,031,92   ,22    ,268150.0,0.0,268150.0,0.0
2023,031  ,920  ,633    ,INVERSIÓ EN MATERIAL INVENTARIABLE                ,031,920  ,633   ,50000.0,0.0,50000.0,0.0
2023,032  ,161  ,44901  ,TRANSF CORRENTS REBUTS APSA FAMILIES VULNERABLES  ,032,161  ,44901 ,25000.0,0.0,25000.0,0.0
2023,032  ,161  ,44902  ,TRANSF CORRENTS REBUTS APSA COMPENSACIÓ ENERGIA   ,032,161  ,44902 ,750000.0,0.0,750000.0,0.0
2023,032  ,170  ,11000  ,RETRIBUCIONS BÀSIQUES PERSONAL EVENTUAL           ,,1    ,1     ,74878.0,0.0,74878.0,0.0
2023,032  ,170  ,12000  ,SOUS DEL GRUP A1                                  ,,1    ,1     ,34100.0,0.0,34100.0,0.0
2023,032  ,170  ,12001  ,SOUS DEL GRUP A2                                  ,,1    ,1     ,14993.0,0.0,14993.0,0.0
2023,032  ,170  ,12003  ,SOUS DEL GRUP C1                                  ,,1    ,1     ,34449.0,0.0,34449.0,0.0
2023,032  ,170  ,12004  ,SOUS DEL GRUP C2                                  ,,1    ,1     ,29200.0,0.0,29200.0,0.0
2023,032  ,170  ,12006  ,TRIENNIS                                          ,,1    ,1     ,20078.0,0.0,20078.0,0.0
2023,032  ,170  ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,1    ,1     ,51356.0,0.0,51356.0,0.0
2023,032  ,170  ,12101  ,COMPLEMENT ESPECÍFIC                              ,,1    ,1     ,126236.0,0.0,126236.0,0.0
2023,032  ,170  ,13000  ,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX        ,,1    ,1     ,237779.0,0.0,237779.0,0.0
2023,032  ,170  ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,1    ,1     ,183126.0,0.0,183126.0,0.0
2023,032  ,170  ,209    ,CANON FOTOVOLTAIQUES                              ,032,170  ,209   ,1.0,0.0,1.0,0.0
2023,032  ,170  ,22602  ,DESP DIFUSIÓ AMBIENTAL                            ,032,17   ,22    ,15500.0,0.0,15500.0,0.0
2023,032  ,170  ,226021 ,DESP DIFUSIÓ PLATJA                               ,032,17   ,22    ,4000.0,0.0,4000.0,0.0
2023,032  ,170  ,22699  ,DESP DIVERSES QUALITAT AMBIENTAL                  ,032,17   ,22    ,810.0,0.0,810.0,0.0
2023,032  ,170  ,227991 ,CONTR PREST SERV PLATJA                           ,032,17   ,22    ,25000.0,0.0,25000.0,0.0
2023,032  ,170  ,227992 ,CONTR PREST SERVEIS EDUCACIÓ AMBIENTAL            ,032,17   ,22    ,138881.0,0.0,138881.0,0.0
2023,032  ,170  ,227993 ,ESTUDIS I TREBALLS TÈCNICS                        ,032,17   ,22    ,35000.0,0.0,35000.0,0.0
2023,032  ,170  ,227994 ,TREBALLS TECNICS EFICIENCIA ENERGETICA            ,032,17   ,22    ,57542.0,0.0,57542.0,0.0
2023,032  ,170  ,46602  ,QUOTA MEMBRE ASSOC RED CLIMA I RED BIODIVERSITAT  ,032,170  ,46602 ,1000.0,0.0,1000.0,0.0
2023,032  ,170  ,46603  ,QUOTA MEMBRE ASSOCIACIO MUNICIPIS ENERGIA PUBLICA ,032,170  ,46603 ,3277.0,0.0,3277.0,0.0
2023,061  ,3411 ,48913  ,CONVENI CLUB TRIATLÓ                              ,061,3411 ,48913 ,6000.0,0.0,6000.0,0.0
2023,061  ,3411 ,48914  ,CONVENI AE BASQUET PRATENC                        ,061,3411 ,48914 ,11000.0,0.0,11000.0,0.0
2023,061  ,3411 ,48915  ,CONVENI ESCOLA JAUME BALMES                       ,061,3411 ,48915 ,7650.0,0.0,7650.0,0.0
2023,061  ,3411 ,48916  ,CONVENI IE EL PRAT                                ,061,3411 ,48916 ,4140.0,0.0,4140.0,0.0
2023,061  ,3411 ,48917  ,CONVENI JJEE BASQUET CB PRAT                      ,061,3411 ,48917 ,14400.0,0.0,14400.0,0.0
2023,061  ,3411 ,48918  ,CONVENI CONSELL ESPORTIU (JJEE+SC)                ,061,3411 ,48918 ,92000.0,0.0,92000.0,0.0
2023,061  ,3411 ,48919  ,CONVENI ADEQUACIÓ INS. CLUB AGILITY BAIX LLOBREGAT,061,3411 ,48919 ,10000.0,0.0,10000.0,0.0
2023,061  ,3411 ,48920  ,CONVENI AGRUPACIÓ CICLISTA                        ,061,3411 ,48920 ,5000.0,0.0,5000.0,0.0
2023,061  ,3411 ,48921  ,CONVENI UNIO EXCURSIONISTA DE CATALUNYA (UEC)     ,061,3411 ,48921 ,5000.0,0.0,5000.0,0.0
2023,061  ,3411 ,48922  ,CONVENI CLUB PATINATGE COBRA                      ,061,3411 ,48922 ,12000.0,0.0,12000.0,0.0
2023,061  ,3411 ,48923  ,CONVENI FEDERACIÓ CATALANA  DE VELA               ,061,3411 ,48923 ,26000.0,0.0,26000.0,0.0
2023,061  ,3412 ,226093 ,DESP NIT DE L'ESPORT                              ,061,34   ,22    ,10000.0,0.0,10000.0,0.0
2023,061  ,3412 ,226094 ,DESP FESTA DE L'ACTIVITAT FÍSICA I LA SALUT       ,061,34   ,22    ,6000.0,0.0,6000.0,0.0
2023,061  ,3412 ,226096 ,DESP FESTA DE LA BICICLETA                        ,061,34   ,22    ,12000.0,0.0,12000.0,0.0
2023,061  ,3412 ,227991 ,DESP CURSA POPULAR                                ,061,34   ,22    ,14000.0,0.0,14000.0,0.0
2023,061  ,3412 ,227993 ,CAMPANYA NATACIÓ ESCOLAR AMB EDUCACIÓ             ,061,34   ,22    ,18000.0,0.0,18000.0,0.0
2023,061  ,342  ,203    ,RENTING MAQUINARIA FITNESS                        ,061,34   ,20    ,75000.0,0.0,75000.0,0.0
2023,061  ,342  ,22101  ,CONSUM AIGUA ESPORTS                              ,061,34   ,22    ,115230.0,0.0,115230.0,0.0
2023,061  ,342  ,22104  ,VESTUARI PERSONAL ESPORTS                         ,061,34   ,22    ,12100.0,0.0,12100.0,0.0
2023,061  ,342  ,22199  ,ESPORTS-SUBM. DIVERS MATERIAL                     ,061,34   ,22    ,32000.0,0.0,32000.0,0.0
2023,061  ,342  ,22699  ,DESP DIVERSES ESPORTS                             ,061,34   ,22    ,3600.0,0.0,3600.0,0.0
2023,061  ,342  ,227993 ,CONTR PREST SERVEIS CM VELA                       ,061,34   ,22    ,13500.0,0.0,13500.0,0.0
2023,061  ,342  ,48904  ,"CONVENI CP PRAT, GESTIÓ PISTA JARDINS RIB         ",061,342  ,48904 ,17000.0,0.0,17000.0,0.0
2023,012  ,9209 ,12006  ,TRIENNIS                                          ,,9    ,1     ,11281.0,0.0,11281.0,0.0
2023,011  ,336  ,22609  ,CONSERVACIÓ I RESTAURACIÓ DOCUMENTACIÓ            ,011,33   ,22    ,9600.0,0.0,9600.0,0.0
2023,011  ,336  ,227993 ,SUPORT ARXIVÍSTIC-ORGANITZACIÓ DIPÒSITS           ,011,33   ,22    ,14400.0,0.0,14400.0,0.0
2023,011  ,491  ,4491   ,APORT. PRAT COMUNICACIÓ SL                        ,011,491  ,4491  ,842738.0,0.0,842738.0,0.0
2023,011  ,912  ,10000  ,RETRIBUCIONS BÀSIQUES ÒRGANS DE GOVERN            ,,9    ,1     ,75505.0,0.0,75505.0,0.0
2023,011  ,912  ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,9    ,1     ,17560.0,0.0,17560.0,0.0
2023,011  ,912  ,23000  ,ÒRGANS DE GOVERN-DIETES                           ,011,91   ,23    ,1500.0,0.0,1500.0,0.0
2023,011  ,9201 ,11000  ,RETRIBUCIONS BÀSIQUES PERSONAL EVENTUAL           ,,9    ,1     ,196176.0,0.0,196176.0,0.0
2023,011  ,9201 ,12000  ,SOUS DEL GRUP A1                                  ,,9    ,1     ,10230.0,0.0,10230.0,0.0
2023,011  ,9201 ,12003  ,SOUS DEL GRUP C1                                  ,,9    ,1     ,11483.0,0.0,11483.0,0.0
2023,011  ,9201 ,12004  ,SOUS DEL GRUP C2                                  ,,9    ,1     ,19467.0,0.0,19467.0,0.0
2023,011  ,9201 ,12006  ,TRIENNIS                                          ,,9    ,1     ,11715.0,0.0,11715.0,0.0
2023,011  ,9201 ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,9    ,1     ,21302.0,0.0,21302.0,0.0
2023,011  ,9201 ,12101  ,COMPLEMENT ESPECÍFIC                              ,,9    ,1     ,63235.0,0.0,63235.0,0.0
2023,011  ,9201 ,13000  ,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX        ,,9    ,1     ,111855.0,0.0,111855.0,0.0
2023,011  ,9201 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,9    ,1     ,103864.0,0.0,103864.0,0.0
2023,011  ,9201 ,226011 ,ATENCIONS PROTOCOL·LÀRIES                         ,011,92   ,22    ,50000.0,0.0,50000.0,0.0
2023,011  ,9201 ,22699  ,DESP DIVERSES ALCALDIA                            ,011,92   ,22    ,11000.0,0.0,11000.0,0.0
2023,011  ,9201 ,489    ,TRANSF CORRENTS ALCALDIA                          ,011,9201 ,489   ,3000.0,0.0,3000.0,0.0
2023,011  ,9202 ,11000  ,RETRIBUCIONS BÀSIQUES PERSONAL EVENTUAL           ,,9    ,1     ,74878.0,0.0,74878.0,0.0
