#Ejercicio,Org.,Prog.,Econ.,Denominación (cast.),Vinc. Org.,Vinc. Fun.,Vinc. Eco.,Créditos Iniciales,Modificaciones de Crédito,Créditos Definitivos,Obligaciones Reconocidas
2021,051  ,433  ,465    ,TRANSFERENCIAS CORRIENTES CONSEJO COMARCAL BAJO LLOBREGAT,051,43   ,46    ,0.0,31000.0,31000.0,15500.0
2021,032  ,1722 ,449    ,TRANSF CORRIENTES APSA GESTIÓN ENERGÍAS RENOVABLES,032,17   ,44    ,0.0,78000.0,78000.0,0.0
2021,032  ,161  ,449    ,TRANSF CORRIENTES AGUAS DEL PRAT SA,032,161  ,449   ,0.0,400000.0,400000.0,400000.0
2021,031  ,933  ,632    ,MEJORA EN EQUIPAMIENTOS MUNICIPALES,031,93   ,63    ,0.0,1002427.0,1002427.0,57701.14
2021,012  ,929  ,500    ,FONDO DE CONTINGENCIA,012,92   ,50    ,0.0,770000.0,770000.0,0.0
2021,061  ,3411 ,48922  ,CONVENIO FEDERACIÓN CATALANA DE VELA,061,3411 ,48922 ,0.0,15000.0,15000.0,15000.0
2021,042  ,334  ,780    ,TRANSF CAPITAL AMICS DEL PRAT,042,334  ,780   ,0.0,5000.0,5000.0,0.0
2021,031  ,1500 ,640    ,"REDACCIÓN DE PROYECTOS, ESTUDIOS, DIRECCIONES OBRAS",031,15   ,64    ,0.0,209450.0,209450.0,18920.77
2021,021  ,160  ,22706  ,ESTUDIOS Y TRABAJOS TÉCNICOS -ALCANTARILLADO,021,16   ,22    ,0.0,175000.0,175000.0,18148.79
2021,031  ,323  ,619    ,INVERSIÓN DE MEJORA EN CENTROS EDUCATIVOS,031,323  ,619   ,0.0,100000.0,100000.0,0.0
2021,021  ,4411 ,4641   ,TRANSFERENCIAS CORRIENTES CON - TARJETA ROSA,021,44   ,46    ,0.0,20000.0,20000.0,20000.0
2021,021  ,1721 ,764    ,MÓDULO SOCORRISMO PLAYA,021,1721 ,764   ,0.0,80000.0,80000.0,0.0
2021,012  ,1521 ,741    ,TRANSF CAPITAL PRAT ESPAIS ADQUISICIÓN VIVIENDAS,012,15   ,74    ,0.0,410735.78,410735.78,272150.0
2021,041  ,323  ,226991 ,GASTOS DIVERSOS MEJORA ENSEÑANZA PÚBLICA,041,32   ,22    ,1000.0,0.0,1000.0,0.0
2021,041  ,323  ,227992 ,PREST. SERVICIOS ESCUELAS BARRIO SANT COSME,041,32   ,22    ,31000.0,0.0,31000.0,26169.0
2021,041  ,3231 ,12001  ,SUELDOS DEL GRUPO A2,,3    ,1     ,70662.0,0.0,70662.0,65945.54
2021,041  ,3231 ,12003  ,SUELDOS DEL GRUPO C1,,3    ,1     ,21648.0,0.0,21648.0,21588.48
2021,041  ,3231 ,12005  ,SUELDOS DEL GRUPO E,,3    ,1     ,16817.0,0.0,16817.0,16910.76
2021,041  ,3231 ,12006  ,TRIENIOS,,3    ,1     ,23049.0,0.0,23049.0,14371.31
2021,041  ,3231 ,120099 ,RETRIBUCIONES BÁSICAS SUPLENCIAS,,3    ,1     ,5394.0,0.0,5394.0,0.0
2021,041  ,3231 ,12100  ,COMPLEMENTO DE DESTINO,,3    ,1     ,45525.0,0.0,45525.0,42845.32
2021,041  ,3231 ,12101  ,COMPLEMENTO ESPECÍFICO,,3    ,1     ,102348.0,0.0,102348.0,121462.6
2021,051  ,2413 ,227992 ,DOTACIÓN PREMIOS EL PRAT EMPRÈN,051,24   ,22    ,6000.0,0.0,6000.0,0.0
2021,051  ,2413 ,227993 ,CONTR PREST SERVICIOS ECONOMÍA SOCIAL,051,2413 ,227993,63840.0,44018.53,107858.53,40692.29
2021,051  ,2413 ,48901  ,TR CORRIENTES EMPRESA INSERCIÓ SAOPRAT SL,051,2413 ,48901 ,108000.0,15000.0,123000.0,123000.0
2021,051  ,2413 ,48902  ,TRANSF CORRIENTES FUNDACIÓ CASSIA JUST,051,2413 ,48902 ,62000.0,0.0,62000.0,62000.0
2021,051  ,2413 ,48903  ,TRANSF CORRIENTES CPS FRANCESC PALAU,051,2413 ,48903 ,55000.0,0.0,55000.0,55000.0
2021,051  ,2413 ,48904  ,TRANSF CORRIENTES GATS (LABESOC),051,2413 ,48904 ,77000.0,0.0,77000.0,77000.0
2021,051  ,2413 ,48905  ,TR CORR FUNDACIÓ CATALANA DE L'ESPLAI,051,2413 ,48905 ,75000.0,0.0,75000.0,75000.0
2021,051  ,2413 ,48906  ,"TRANSF CORRIENTES, AYUDAS A LA CONTRATACIÓN",051,24   ,48    ,200000.0,0.0,200000.0,171250.68
2021,051  ,2413 ,48912  ,TRANSF CORRIENTES ECONOMÍA SOCIAL Y COOPERATIVA,051,24   ,48    ,102000.0,19976.84,121976.84,69067.63
2021,051  ,2413 ,48913  ,TRANSF CORRIENTE ASSOCIACIÓ ESPIGOLADORS,051,2413 ,48913 ,95000.0,0.0,95000.0,57000.0
2021,051  ,2413 ,48914  ,"TRANSF CORRIENTES ""FUNDACIÓ ESPERANZAH"" -LOCAL-",051,2413 ,48914 ,43560.0,0.0,43560.0,43560.0
2021,051  ,2413 ,48915  ,TRANSF CORRIENTES COOPERATIVA OBRERA DE VIVIENDAS,051,2413 ,48915 ,11000.0,0.0,11000.0,11000.0
2021,051  ,2413 ,48917  ,TRANSF CORRIENTES COOPERATIVA AGRÍCOLA,051,2413 ,48917 ,100000.0,0.0,100000.0,100000.0
2021,051  ,2413 ,48918  ,TRANSF CORRIENTES FUNDACIÓN SEIRA,051,2413 ,48918 ,100.0,0.0,100.0,0.0
2021,051  ,2413 ,48919  ,TRANSF CORRIENTES FUNDACIÓN ESPERANZAH,051,2413 ,48919 ,65600.0,0.0,65600.0,65600.0
2021,051  ,2414 ,1430   ,PLANES DE OCUPACIÓN SOC,051,2414 ,1430  ,56020.0,319201.05,375221.05,267107.76
2021,051  ,2414 ,16000  ,CUOTAS SEGURIDAD SOCIAL SOC,051,2414 ,16000 ,4400.0,109235.75,113635.75,67951.8
2021,012  ,9231 ,12101  ,COMPLEMENTO ESPECÍFICO,,9    ,1     ,25728.0,0.0,25728.0,26075.49
2021,012  ,9208 ,12006  ,TRIENIOS,,9    ,1     ,9746.0,0.0,9746.0,2164.92
2021,012  ,9208 ,12100  ,COMPLEMENTO DE DESTINO,,9    ,1     ,14716.0,0.0,14716.0,8918.38
2021,012  ,9208 ,12101  ,COMPLEMENTO ESPECÍFICO,,9    ,1     ,33425.0,0.0,33425.0,61469.3
2021,012  ,9208 ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,,9    ,1     ,65524.0,0.0,65524.0,65776.4
2021,012  ,9208 ,16000  ,CUOTAS SEGURIDAD SOCIAL,,9    ,1     ,44418.0,0.0,44418.0,11643.58
2021,012  ,9209 ,12001  ,SUELDOS DEL GRUPO A2,,9    ,1     ,14133.0,0.0,14133.0,14132.38
2021,012  ,9209 ,12004  ,SUELDOS DEL GRUPO C2,,9    ,1     ,9175.0,0.0,9175.0,8343.4
2021,012  ,9209 ,12005  ,SUELDOS DEL GRUPO E,,9    ,1     ,16817.0,0.0,16817.0,16756.18
2021,012  ,9209 ,12006  ,TRIENIOS,,9    ,1     ,7432.0,0.0,7432.0,7318.77
2021,012  ,9209 ,120099 ,RETRIBUCIONES BÁSICAS SUPLENCIAS,,9    ,1     ,8368.0,0.0,8368.0,2224.77
2021,012  ,9209 ,12100  ,COMPLEMENTO DE DESTINO,,9    ,1     ,19523.0,0.0,19523.0,19137.18
2021,012  ,9209 ,12101  ,COMPLEMENTO ESPECÍFICO,,9    ,1     ,54336.0,0.0,54336.0,56209.06
2021,012  ,9209 ,121039 ,RETRIBUCIONES COMPLEMENTARIAS SUPLENCIAS,,9    ,1     ,11633.0,0.0,11633.0,3207.24
2021,012  ,9209 ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,,9    ,1     ,260802.0,0.0,260802.0,277293.14
2021,012  ,9209 ,13199  ,RETRIBUCIONES PERSONAL LABORAL TEMPORAL-SUPLENCIAS,,9    ,1     ,20726.0,0.0,20726.0,0.0
2021,012  ,9209 ,16000  ,CUOTAS SEGURIDAD SOCIAL,,9    ,1     ,128732.0,0.0,128732.0,98684.07
2021,012  ,922  ,466    ,TRANSF FMC,012,922  ,466   ,13000.0,0.0,13000.0,10847.31
2021,012  ,922  ,4661   ,TRANSF ASOCIACIÓN CATALANA DE MUNICIPIOS,012,922  ,4661  ,9904.0,0.0,9904.0,9904.0
2021,012  ,922  ,4662   ,TRANSF FEMP CUOTA RED EELL ODS,012,922  ,4662  ,4000.0,0.0,4000.0,2000.0
2021,012  ,9231 ,12003  ,SUELDOS DEL GRUPO C1,,9    ,1     ,10824.0,0.0,10824.0,10823.9
2021,012  ,9231 ,12004  ,SUELDOS DEL GRUPO C2,,9    ,1     ,9175.0,0.0,9175.0,9108.95
2021,012  ,9231 ,12006  ,TRIENIOS,,9    ,1     ,6295.0,0.0,6295.0,6286.98
2021,012  ,9231 ,12100  ,COMPLEMENTO DE DESTINO,,9    ,1     ,10040.0,0.0,10040.0,10011.21
2021,032  ,170  ,16000  ,CUOTAS SEGURIDAD SOCIAL,,1    ,1     ,161053.0,0.0,161053.0,170996.67
