#Ejercicio,Org.,Prog.,Econ.,Denominación (cat),Vinc. Org.,Vinc. Fun.,Vinc. Eco.,Créditos Iniciales,Modificaciones de Crédito,Créditos Definitivos,Obligaciones Reconocidas
2022,032  ,425  ,872901 ,APORTACIÓ COMUNITAT CIUTADANA D'ENERGIA           ,032,425  ,872901,0,180000,180000,0
2022,031  ,1500 ,214    ,REPARAC VEHICLES                                  ,031,15   ,21    ,114110,3909.84,118019.84,51636.68
2022,031  ,1500 ,221031 ,COMBUSTIBLE VEHICLES                              ,031,15   ,22    ,66550,0,66550,41602.19
2022,031  ,1500 ,22104  ,VESTUARI BRIGADA                                  ,031,15   ,22    ,66000,0,66000,25135.45
2022,031  ,1500 ,22199  ,"BRIGADA, MATERIAL TÈCNIC                          ",031,15   ,22    ,38800,35263.68,74063.68,53169.08
2022,031  ,1500 ,224    ,ASSEGURANCES VEHICLES                             ,031,15   ,22    ,12640,0,12640,12040
2022,031  ,1501 ,12005  ,SOUS DEL GRUP E                                   ,,1    ,1     ,8577,0,8577,8515.92
2022,031  ,1501 ,12006  ,TRIENNIS                                          ,,1    ,1     ,2150,0,2150,2131.58
2022,031  ,1501 ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,1    ,1     ,3366,0,3366,3341.43
2022,031  ,1501 ,12101  ,COMPLEMENT ESPECÍFIC                              ,,1    ,1     ,13012,0,13012,13540.65
2022,031  ,1501 ,13000  ,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX        ,,1    ,1     ,288670,0,288670,273650.46
2022,031  ,1501 ,13001  ,HORES EXTRAORDINÀRIES PERSONAL LABORAL FIX        ,,1    ,1     ,100,0,100,11112.19
2022,031  ,1501 ,151    ,GRATIFICACIÓ SERVEIS FUNCIONARIS                  ,,1    ,1     ,6848,0,6848,0
2022,031  ,1501 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,1    ,1     ,112976,0,112976,99641.04
2022,031  ,1532 ,12001  ,SOUS DEL GRUP A2                                  ,,1    ,1     ,28831,0,28831,29145.28
2022,031  ,1532 ,12003  ,SOUS DEL GRUP C1                                  ,,1    ,1     ,11041,0,11041,11202.68
2022,031  ,1532 ,12004  ,SOUS DEL GRUP C2                                  ,,1    ,1     ,140370,0,140370,91946.33
2022,031  ,1532 ,12005  ,SOUS DEL GRUP E                                   ,,1    ,1     ,42882,0,42882,27605.82
2022,031  ,1532 ,12006  ,TRIENNIS                                          ,,1    ,1     ,14234,0,14234,14720.91
