#Ejercicio,Org.,Econ.,Denominación,Previsiones Iniciales,Modificaciones de previsiones,Previsiones Definitivas,Derechos reconocidos
2013,     ,112    ,IMPOST BÉNS IMMOBLES RÚSTICS                      ,9500,,9500.0,9436.06
2013,     ,113    ,IMPOST BÉNS IMMOBLES URBANS                       ,15500000,,15500000.0,16057338.33
2013,     ,114    ,IMPOST BÉNS IMMOBLES CARACTERÍSTIQUES ESPECI      ,25379000,,25379000.0,29038231.51
2013,     ,115    ,IMPOST VEHICLES TRACCIÓ MECÀNICA                  ,3000000,,3000000.0,3227175.02
2013,     ,116    ,IMPOST INCREMENT VALOR DEL TERRENYS               ,965000,,965000.0,2433535.11
2013,     ,130    ,IMPOST ACTIVITATS ECONÒMIQUES                     ,6700000,,6700000.0,7803976.39
2013,     ,290    ,"IMPOST CONSTRUCCIONS,INSTAL-LACIONS I OBRES       ",646000,,646000.0,680028.07
2013,     ,302    ,TAXA RECOLLIDA BROSSA COMERCIAL                   ,300000,,300000.0,325423.84
2013,     ,30901  ,VIGILÀNCIA ESPECIAL                               ,1110,,1110.0,8990.48
2013,     ,311    ,RESIDÈNCIA D'AVIS                                 ,185000,,185000.0,196028.01
2013,     ,31101  ,TAXA PRESTACIO SERVEIS SOCIALS                    ,5000,,5000.0,5775.0
2013,     ,312    ,ESCOLA BRESSOL                                    ,230000,,230000.0,241750.12
2013,     ,31301  ,CURSETS I ACTIVITATS ESPORTIVES                   ,260000,,260000.0,261579.16
2013,     ,31302  ,INSTAL.LACIONS ESPORTIVES                         ,57000,,57000.0,54644.07
2013,     ,31303  ,SERVEIS ESPORTIUS                                 ,2250000,,2250000.0,2517058.28
2013,     ,31905  ,CONTROL SANITARI GOSSOS                           ,21000,,21000.0,21190.0
2013,     ,321    ,TAXA LLICÈNCIES D'OBRES                           ,285000,,285000.0,290187.56
2013,     ,323    ,TAXA PERMISOS AMBIENTALS                          ,125000,,125000.0,226801.36
2013,     ,325    ,EXPEDICIÓ DE DOCUMENTS                            ,20000,,20000.0,33254.43
2013,     ,326    ,RETIRADA DE VEHICLES                              ,140000,,140000.0,200578.5
2013,     ,32901  ,MERCAT MUNICIPAL                                  ,33000,,33000.0,33375.0
2013,     ,32902  ,CONTROL SANITARI D'ESTABLIMENTS                   ,1000,,1000.0,830.0
2013,     ,331    ,TAXES GUALS                                       ,540000,,540000.0,551158.2
2013,     ,332    ,UTILITZACIO PRIVATIVA/APROFITAMENT EMP SUBMINISTRA,1200000,,1200000.0,1399221.0
2013,     ,333    ,UTILITZACIO PRIVATIVA/APROFITAMENT EMP TELECOMUNIC,6,,6.0,40148.92
2013,     ,335    ,TAXES VETLLADORS I CADIRES                        ,103000,,103000.0,125783.15
2013,     ,338    ,TAXA COMPENSACIÓ TELEFÒNICA ESPAÑA                ,250000,,250000.0,191425.16
2013,     ,339    ,ALTRES UTILITZACIONS PRIVATIVES DEL DOMINI PUBLIC ,100000,,100000.0,217954.93
2013,     ,33901  ,TAXES QUIOSCOS                                    ,45000,,45000.0,78526.64
2013,     ,33902  ,TAXES PARADES A LA VIA PÚBLICA                    ,145000,,145000.0,53072.28
2013,     ,34901  ,HORTS LÚDICS                                      ,10300,,10300.0,11445.0
2013,     ,34902  ,SERVEIS CULTURALS                                 ,1000,,1000.0,
2013,     ,34903  ,SERVEIS CULTURALS TEATRE MODERN                   ,6,25239.73,25245.73,29456.94
2013,     ,34904  ,SERVEIS PROMOCIO ECONOMICA                        ,5000,,5000.0,2656.0
2013,     ,34905  ,SERVEIS/ACTIVITATS MEDI AMBIENT (ACTIVITATS)      ,45000,,45000.0,48342.26
2013,     ,36000  ,VENDA MATERIAL REBUTJABLE                         ,10000,,10000.0,23297.69
2013,     ,36001  ,VENDA DE PUBLICACIONS                             ,100,,100.0,502.75
2013,     ,36002  ,VENDA D'ELECTRICITAT                              ,30000,,30000.0,55932.45
2013,     ,36003  ,"PRESTACIO SERVEIS MEDI AMBIENT (PAPER, VIDRE, CART",390000,,390000.0,398709.46
2013,     ,389    ,REINTEGRAMENTS PRESSUPOSTOS TANCATS               ,5000,,5000.0,12654.37
2013,     ,38901  ,REINTEGRAMENTS ANUNCIS                            ,5000,,5000.0,13560.25
2013,     ,39100  ,MULTES INFRACCIONS URBANISTIQUES                  ,5000,,5000.0,86825.76
2013,     ,39120  ,MULTES CIRCULACIÓ                                 ,500000,,500000.0,1087877.96
2013,     ,39190  ,ALTRES MULTES I SANCIONS                          ,40000,,40000.0,104426.17
2013,     ,39200  ,RECÀRREC DECLARACIO EXTEMPORANEA                  ,10000,,10000.0,36638.31
2013,     ,39211  ,RECÀRREC CONSTRENYIMENT                           ,20000,,20000.0,41064.86
2013,     ,393    ,INTERESSOS DE DEMORA                              ,40000,,40000.0,350605.28
2013,     ,398    ,INDEMNITZACIONS D'ASSEGURANCES NO VIDA            ,20000,,20000.0,173760.9
2013,     ,399    ,ALTRES INGRESOS DIVERSOS                          ,50000,,50000.0,93090.75
2013,     ,42000  ,PARTICIPACIÓ EN TRIBUTS DE L'ESTAT                ,11900000,,11900000.0,12603401.66
2013,     ,42090  ,TRANSFERENCIES CORRENTS ADMINIST DE L'ESTAT       ,0,,,30000.0
2013,     ,421    ,D'ORGANISMES AUTONOMS I AGENCIES ESTATALS         ,0,,,6800.0
2013,     ,441    ,TRANSFERÈNCIES D'EMPRESES ENTITAT LOCAL           ,0,10756.69,10756.69,10756.69
2013,     ,45000  ,FONS COOPERACIÓ LOCAL CATALUNYA                   ,378110,,378110.0,38719.32
2013,     ,45001  ,ALTRES TRANSFERÈNCIES DE LA GENERALITAT           ,15000,192978.94,207978.94,270131.33
2013,     ,45002  ,SUBV. GENERALITAT SERVEIS SOCIALS/IGUALTAT        ,1600000,,1600000.0,1190564.39
2013,     ,45030  ,SUBV. GENERALITAT EDUCACIÓ                        ,450625,,450625.0,7000.0
2013,     ,45050  ,SUBV. GENERALITAT OCUPACIÓ-DESENVOLUPAMENT LOCAL  ,6,1697219.29,1697225.29,1703325.12
2013,     ,450801 ,SUBV. GENERALITAT SANITAT-CONSUM                  ,89920,,89920.0,101614.15
2013,     ,450802 ,SUBVENCIONS GENERALITAT CULTURA-JOVENTUT          ,12900,,12900.0,
2013,     ,450803 ,SUBVENCIONS GENERALITAT TURISME                   ,0,,,43528.17
2013,     ,46100  ,SUBVENCIONS D'ENS LOCALS                          ,0,,,113165.03
2013,     ,46101  ,SUBV. DIPUTACIÓ FORMACIÓ-OCUPACIÓ                 ,6,66307.54,66313.54,68137.54
2013,     ,46102  ,SUBV. DIPUTACIÓ SERVEIS SOCIALS                   ,132230,,132230.0,477441.65
2013,     ,46103  ,SUBV. DIPUTACIÓ EDUCACIÓ                          ,39000,,39000.0,40454.75
2013,     ,46104  ,SUBV. DIPUTACIÓ ESPORTS                           ,20000,2592.0,22592.0,25886.0
2013,     ,46105  ,SUBV. DIPUTACIÓ SALUT PUBLICA                     ,55000,,55000.0,77736.0
2013,     ,46106  ,"SUBV. DIPUTACIÓ, CULTURA-JOVENTUT                 ",52500,,52500.0,6052.78
2013,     ,46107  ,SUBV. DIPUTACIÓ MEDI AMBIENT                      ,6,,6.0,
2013,     ,46108  ,SUBV DIPUTACIÓ PROMOCIO DONA                      ,14000,,14000.0,
2013,     ,46109  ,SUBV DIPUTACIÓ PROGRAMA COMPLEMENTARI SUPORT      ,244105,,244105.0,244105.47
2013,     ,462    ,TRANSFERENCIES CORRENTS D'AJUNTAMENTS             ,0,11680.0,11680.0,19652.04
2013,     ,464    ,TRANSFERENCIES CORRENTS D'AREAS METROPOLITANAS    ,0,120972.0,120972.0,347392.84
2013,     ,465    ,TRANSFERENCIES CORRENTS ENS COMARCALS             ,0,,,21033.82
2013,     ,470    ,SUBVENCIONS D'EMPRESES                            ,5000,20000.0,25000.0,24530.86
2013,     ,48     ,DE FAMILIES E INSTITUCIONS SENSE ANIN DE LUCRE    ,0,,,67970.27
2013,     ,480    ,SUBVENCIONS FORMACIÓ I OCUPACIÓ                   ,6,107514.94,107520.94,107514.94
2013,     ,490    ,SUBV. FONS SOCIAL EUROPEU                         ,6,,6.0,
2013,     ,491    ,FEDER                                             ,0,,,25747.05
2013,     ,52     ,INTERESSOS DE DIPÓSITS                            ,550000,,550000.0,941475.47
2013,     ,541    ,PRODUCTE ARRENDAMENTS IMMOBLES                    ,50000,,50000.0,59843.29
2013,     ,550    ,CONCESSIONS ADMINISTRATIVES                       ,135000,,135000.0,241440.79
2013,     ,603    ,VENDA DE PATRIMONI                                ,0,,,986840.84
2013,     ,720    ,TRANSF CAPITAL DE L'ESTAT                         ,0,,,-25056.12
2013,     ,761    ,TRANSF CAPITAL DIPUTACIO DE BARCELONA             ,1875000,,1875000.0,731000.0
2013,     ,764    ,TRANSF CAPITAL AREA METROPOLITANA DE BARCELONA    ,1226662,,1226662.0,719730.78
2013,     ,830    ,BESTRETES REINTEGRABLES PERSONAL                  ,1000,1143738.92,1144738.92,1143453.05
2013,     ,87000  ,ROMANENT TRESORERIA DESPESES GENERALS             ,0,16261935.96,16261935.96,
2013,     ,87010  ,ROMANENT TRESORERIA DESPESES AFECTADES            ,0,1767915.81,1767915.81,
