#Ejercicio,Org.,Econ.,Denominació (cat),Previsiones Iniciales,Modificaciones de previsiones,Previsiones Definitivas,Derechos reconocidos
2021,,30901  ,VIGILÀNCIA ESPECIAL                               ,15150.0,0.0,15150.0,7624.6
2021,,112    ,IMPOST BÉNS IMMOBLES RÚSTICS                      ,9000.0,0.0,9000.0,9819.74
2021,,113    ,IMPOST BÉNS IMMOBLES DE NATURALESA URBANA         ,18000000.0,0.0,18000000.0,18182924.28
2021,,114    ,IMPOST BÉNS IMMOBLES CARACTERÍSTIQUES ESPECIALS   ,35800000.0,0.0,35800000.0,33985521.1
2021,,115    ,IMPOST VEHICLES TRACCIÓ MECÀNICA                  ,2799745.0,0.0,2799745.0,2938724.89
2021,,116    ,IMPOST INCREMENT VALOR DEL TERRENYS               ,3000000.0,0.0,3000000.0,2773245.21
2021,,130    ,IMPOST ACTIVITATS ECONÒMIQUES                     ,7975000.0,0.0,7975000.0,7552679.56
2021,,290    ,"IMPOST CONSTRUCCIONS,INSTAL-LACIONS I OBRES       ",1400000.0,0.0,1400000.0,1974484.85
2021,,302    ,TAXA RECOLLIDA BROSSA COMERCIAL                   ,60000.0,0.0,60000.0,67510.39
2021,,311    ,RESIDÈNCIA D'AVIS                                 ,160000.0,0.0,160000.0,162886.09
2021,,31101  ,TAXA PRESTACIO SERVEIS SOCIALS                    ,40000.0,0.0,40000.0,100681.54
2021,,312    ,ESCOLA BRESSOL                                    ,190000.0,0.0,190000.0,160280.73
2021,,31301  ,CURSETS I ACTIVITATS ESPORTIVES                   ,216765.0,0.0,216765.0,160324.87
2021,,31302  ,INSTAL.LACIONS ESPORTIVES                         ,43000.0,0.0,43000.0,17613.97
2021,,31303  ,SERVEIS ESPORTIUS                                 ,2295225.0,0.0,2295225.0,1317122.97
2021,,31905  ,CONTROL SANITARI GOSSOS                           ,30000.0,0.0,30000.0,40849.29
2021,,321    ,TAXA LLICÈNCIES D'OBRES                           ,520000.0,0.0,520000.0,849561.2
2021,,323    ,TAXA PERMISOS AMBIENTALS                          ,404000.0,0.0,404000.0,337276.37
2021,,325    ,EXPEDICIÓ DE DOCUMENTS                            ,27543.0,0.0,27543.0,26318.78
2021,,326    ,RETIRADA DE VEHICLES                              ,80800.0,0.0,80800.0,113093.86
2021,,32901  ,MERCAT MUNICIPAL                                  ,25000.0,0.0,25000.0,28924.5
2021,,32902  ,CONTROL SANITARI D'ESTABLIMENTS                   ,1020.0,0.0,1020.0,1922.0
2021,,32903  ,ALTRES TAXES REALITZACIO ACT COMPETENCIA LOCAL    ,50000.0,0.0,50000.0,50000.0
2021,,331    ,TAXES GUALS                                       ,600000.0,0.0,600000.0,663602.87
2021,,332    ,UTILITZACIO PRIVATIVA/APROFITAMENT EMP SUBMINISTRA,1230000.0,0.0,1230000.0,1191825.1
2021,,333    ,UTILITZACIO PRIVATIVA/APROFITAMENT EMP TELECOMUNIC,21000.0,0.0,21000.0,36750.58
2021,,335    ,TAXES VETLLADORS I CADIRES                        ,40000.0,0.0,40000.0,33411.99
2021,,338    ,TAXA COMPENSACIÓ TELEFÒNICA ESPAÑA                ,216000.0,0.0,216000.0,203900.81
2021,,339    ,ALTRES UTILITZACIONS PRIVATIVES DEL DOMINI PUBLIC ,177000.0,0.0,177000.0,186810.69
2021,,33901  ,TAXES QUIOSCOS                                    ,110000.0,0.0,110000.0,75230.16
2021,,33902  ,TAXES PARADES A LA VIA PÚBLICA                    ,44000.0,0.0,44000.0,25942.6
2021,,34901  ,HORTS LÚDICS                                      ,20000.0,0.0,20000.0,7517.44
2021,,34902  ,SERVEIS CULTURALS                                 ,500.0,0.0,500.0,0.0
2021,,34903  ,SERVEIS CULTURALS TEATRE MODERN                   ,6.0,4701.5,4707.5,4701.5
2021,,34904  ,SERVEIS PROMOCIO ECONOMICA                        ,3060.0,0.0,3060.0,5338.87
2021,,34905  ,SERVEIS/ACTIVITATS MEDI AMBIENT (ACTIVITATS)      ,38000.0,0.0,38000.0,22000.0
