#Ejercicio,Org.,Econ.,Denominación (cast.),Previsiones Iniciales,Modificaciones de previsiones,Previsiones Definitivas,Derechos reconocidos
2019,,34906  ,SERVICIOS CULTURALES TEATRE ARTESÀ,0,45589.84,45589.84,66800.65
2019,,467    ,TRANSFERENCIAS CORRIENTES DE CONSORCIOS,0,0,0,7873.26
2019,,46104  ,SUBV. DIPUTACIÓN DEPORTES                           ,24550,0,24550,27047.39
2019,,46105  ,SUBV. DIPUTACIÓN SALUD PÚBLICA                     ,181921,0,181921,181921.37
2019,,46106  ,"SUBV. DIPUTACIÓN, CULTURA-JUVENTUD                 ",22094,0,22094,21740.68
2019,,46108  ,SUBV DIPUTACIÓN PROMOCIÓN MUJER,24263,0,24263,24263
2019,,46109  ,SUBV DIPUTACIÓN PROGRAMA COMPLEMENTARIO SOPORTE      ,100000,0,100000,427450.77
2019,,462    ,TRANSFERENCIAS CORRIENTES DE AYUNTAMIENTOS             ,6,0,6,25438.18
2019,,4641   ,TRANSFERENCIAS CORRIENTES DE AREA METROPOLITANA FORM,6,277287.19,277293.19,199287.2
2019,,4642   ,TRANSFERENCIAS CORRIENTES DE AREA METROPOLITANA POBRE,60312,0,60312,0
2019,,4643   ,TRANSFERENCIAS CORRIENTES DE AREA METROPOLITANA,8000,0,8000,0
2019,,465    ,TRANSFERENCIAS CORRIENTES ENTES COMARCALES             ,6,96325.8,96331.8,97899.52
2019,,470    ,SUBVENCIONES DE EMPRESAS                            ,5000,0,5000,20000
2019,,480    ,SUBVENCIONES FORMACIÓN Y OCUPACIÓN                   ,6,70181.44,70187.44,131135.44
2019,,490    ,SUBV. FONDO SOCIAL EUROPEO                         ,6,0,6,0
2019,,514    ,INTERESES DE SOCIEDADES MERCANTILES                ,160080,0,160080,176591.04
2019,,52     ,INTERESES DE DEPÓSITOS                            ,50000,0,50000,40140.53
2019,,541    ,PRODUCTO ALQUILERES INMUEBLES                    ,77725,38479.12,116204.12,116204.13
2019,,550    ,CONCESIONES ADMINISTRATIVAS                       ,214000,0,214000,292656.29
2019,,559    ,OTRAS CONCESIONES Y APROVECHAMIENTOS,16330,0,16330,16710.74
2019,,751    ,TRANSF CAPITAL DE ORG AUTÓNOMOS I AGENCIAS CCAA,66641,0,66641,43208.4
2019,,761    ,TRANSF CAPITAL DIPUTACIÓN DE BARCELONA             ,1515748,0,1515748,250000
2019,,764    ,TRANSF CAPITAL AREA METROPOLITANA DE BARCELONA    ,2509056,0,2509056,2161523.86
2019,,82120  ,REINTEGRO PRÉSTAMOS SECTOR PÚBLICO LOCAL,513000,0,513000,507920.22
2019,,830    ,ANTICIPOS REINTEGRABLES PERSONAL                  ,1000,35500,36500,36248.75
2019,,87000  ,REMANENTE DE TESORERIA GASTOS GENERALES,0,46208235.8,46208235.8,0
2019,,441    ,TRANSFERENCIAS DE EMPRESAS ENTIDAD LOCAL,0,6800,6800,6800
2019,,42090  ,OTRAS TRANSFER CORRIENTES ADMON GRAL DEL ESTADO,0,0,0,24380.92
2019,,491    ,TRANSF CORRIENTES DEL FONDO DE DESARROLLO REGIONAL,0,0,0,10000
2019,,75030  ,CONVENIO IES PARC,0,0,0,500000
2019,,34903  ,SERVICIOS CULTURALES TEATRE MODERN                   ,6,15339.4,15345.4,15339.4
2019,,34904  ,SERVICIOS PROMOCIÓN ECONÓMICA                        ,3060,0,3060,11946.36
2019,,34905  ,SERVICIOS/ACTIVIDADES MEDIO AMBIENTE (ACTIVIDADES)      ,39784,0,39784,25755
2019,,36000  ,VENTA MATERIAL RECHAZO                         ,3000,0,3000,47073.74
2019,,36001  ,VENTA DE PUBLICACIONES                             ,100,0,100,1086.77
2019,,36002  ,VENTA DE ELECTRICIDAD                             ,45000,0,45000,40846.88
2019,,36003  ,"PRESTACIÓN SERVICIOS MEDIO AMBIENTE (PAPEL, VIDRIO, CART",330000,0,330000,432917.24
2019,,389    ,REINTEGROS PRESUPUESTOS CERRADOS          ,5000,0,5000,14440.39
2019,,38901  ,REINTEGROS ANUNCIOS                            ,5000,0,5000,0
2019,,39100  ,MULTAS INFRACCIONES URBANISTICAS           ,10000,0,10000,16286.46
2019,,39120  ,MULTAS CIRCULACIÓN                                 ,520000,0,520000,1119611.55
2019,,39190  ,OTRAS MULTAS Y SANCIONES                          ,50000,0,50000,159614.72
2019,,39200  ,RECARGO DECLARACION EXTEMPORÁNEA                  ,7000,0,7000,948.28
2019,,39211  ,RECARGO APREMIO,36000,0,36000,60857.72
2019,,393    ,INTERESES DE DEMORA                              ,55000,0,55000,90121.88
2019,,398    ,INDEMNIZACIONES DE SEGUROS NO VIDA     ,70000,0,70000,168829.64
