#ejercicio,Org.,Prog.,Econ.,Denominación,Vinc. Org.,Vinc. Fun.,Vinc. Eco.,Créditos Iniciales,Modificaciones de Crédito,Créditos Definitivos,Obligaciones Reconocidas
2017,21   ,322  ,622    ,IES ANTIGA ESCOLA DEL PARC                        ,21 ,322  ,622   ,0,3410659.0,3410659.0,
2017,62   ,171  ,6191   ,MILLORA PARCS I JARDINS                           ,62 ,171  ,6191  ,0,1000000.0,1000000.0,
2017,62   ,150  ,6391   ,MILLORA INSTAL·LACIONS                            ,62 ,150  ,6391  ,0,200000.0,200000.0,
2017,62   ,165  ,6191   ,MILLORA ENLLUMENAT PUBLIC                         ,62 ,165  ,6191  ,0,800000.0,800000.0,
2017,41   ,336  ,489    ,BECA RECERCA HISTORIA LOCAL JAUME CODINA          ,41 ,336  ,489   ,0,3000.0,3000.0,
2017,21   ,321  ,632    ,INVENSIO MILLORA ESCOLES                          ,21 ,321  ,632   ,0,1066867.0,1066867.0,
2017,21   ,342  ,6321   ,MILLORA EQUIPAMENTS ESPORTIUS                     ,21 ,342  ,6321  ,0,3715213.0,3715213.0,
2017,12.  ,150  ,600    ,EXPROP TERRENY PROLONG C SANFELIU (CAL SILET-CANAL,12 ,150  ,600   ,0,,,
2017,21   ,170  ,48902  ,SUBVENCIONS ESTALVI ENERGETIC                     ,21 ,17   ,48    ,0,7825.0,7825.0,
2017,62   ,933  ,632    ,MILLORA EQUIPAMENTS                               ,62 ,933  ,632   ,0,750000.0,750000.0,
2017,12.  ,150  ,622    ,ADQUISICIO LOCAL (SANT COSME)                     ,12 ,150  ,622   ,0,,,
2017,44   ,1521 ,449    ,TRANF CORR GESTIO LLOGUER HABITATGE SOCIAL        ,44 ,1521 ,449   ,0,200000.0,200000.0,
2017,13.  ,338  ,48901  ,TRANS CORRENTS ASSOC GASTRONOMIA I TURISME        ,13.,338  ,48901 ,0,33500.0,33500.0,
2017,41   ,924  ,48902  ,TRANS CORR COOPERATIVA OBRERA VIVIENDAS           ,41 ,924  ,48902 ,0,14000.0,14000.0,
2017,51   ,433  ,48901  ,"SUBV COMERCIANTS AV VGE MONTSERRAT, OBRES         ",51 ,433  ,4890  ,0,,,
2017,44   ,233  ,780    ,TRANSF CAPITAL FUNDACIO RUBRICATUS                ,44 ,233  ,780   ,0,500000.0,500000.0,
2017,11.  ,491  ,4491   ,APORT. PRAT COMUNICACIÓ SL                        ,11.,491  ,4491  ,620425,,620425.0,400000.0
2017,11.  ,912  ,10000  ,RETRIBUCIONS BÀSIQUES ÒRGANS DE GOVERN            ,   ,9    ,1     ,65000,,65000.0,32500.02
2017,11.  ,912  ,16000  ,QUOTES SEGURETAT SOCIAL                           ,   ,9    ,1     ,14226,,14226.0,7326.06
2017,11.  ,912  ,23000  ,ÒRGANS DE GOVERN-DIETES                           ,11 ,91   ,23    ,1900,,1900.0,886.38
2017,11.  ,912  ,23100  ,ÒRGANS DE GOVERN-LOCOMOCIÓ                        ,11 ,91   ,23    ,7600,,7600.0,4534.08
2017,11.  ,9201 ,11000  ,RETRIBUCIONS BÀSIQUES PERSONAL EVENTUAL           ,   ,9    ,1     ,20526,,20526.0,10547.77
2017,11.  ,9201 ,11001  ,RETRIBUCIONS COMPLEMENTÀRIES PERSONAL EVENTUAL    ,   ,9    ,1     ,41736,,41736.0,20867.98
2017,11.  ,9201 ,12000  ,SOUS DEL GRUP A1                                  ,   ,9    ,1     ,14825,,14825.0,
2017,11.  ,9201 ,12003  ,SOUS DEL GRUP C1                                  ,   ,9    ,1     ,9984,,9984.0,4991.91
2017,11.  ,9201 ,12004  ,SOUS DEL GRUP C2                                  ,   ,9    ,1     ,25388,,25388.0,11563.9
2017,11.  ,9201 ,12006  ,TRIENNIS                                          ,   ,9    ,1     ,10010,,10010.0,4492.64
2017,11.  ,9201 ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,   ,9    ,1     ,26130,,26130.0,8345.22
2017,11.  ,9201 ,12101  ,COMPLEMENT ESPECÍFIC                              ,   ,9    ,1     ,77966,,77966.0,30876.51
2017,11.  ,9201 ,13000  ,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX        ,   ,9    ,1     ,34864,,34864.0,17313.63
2017,11.  ,9201 ,151    ,GRATIFICACIÓ SERVEIS FUNCIONARIS                  ,   ,9    ,1     ,232,,232.0,
2017,11.  ,9201 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,   ,9    ,1     ,65664,,65664.0,28680.81
2017,11.  ,9201 ,226011 ,ATENCIONS PROTOCOL·LÀRIES                         ,11 ,92   ,22    ,50000,,50000.0,12060.19
2017,11.  ,9201 ,226012 ,ATENCIONS AGERMANAMENTS                           ,11 ,92   ,22    ,15000,,15000.0,
2017,11.  ,9201 ,22699  ,DESP DIVERSES ALCALDIA                            ,11 ,92   ,22    ,11000,,11000.0,
2017,11.  ,9201 ,489    ,TRANSF CORRENTS ALCALDIA                          ,11 ,92   ,48    ,3000,,3000.0,
2017,11.  ,9202 ,11000  ,RETRIBUCIONS BÀSIQUES PERSONAL EVENTUAL           ,   ,9    ,1     ,14825,,14825.0,8120.51
2017,12.  ,931  ,12001  ,SOUS DEL GRUP A2                                  ,   ,9    ,1     ,13036,,13036.0,5110.94
2017,12.  ,931  ,12003  ,SOUS DEL GRUP C1                                  ,   ,9    ,1     ,19968,,19968.0,9911.1
2017,12.  ,931  ,12004  ,SOUS DEL GRUP C2                                  ,   ,9    ,1     ,42517,,42517.0,20811.82
2017,12.  ,931  ,12006  ,TRIENNIS                                          ,   ,9    ,1     ,24170,,24170.0,11269.76
2017,12.  ,931  ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,   ,9    ,1     ,55247,,55247.0,26160.53
2017,12.  ,931  ,12101  ,COMPLEMENT ESPECÍFIC                              ,   ,9    ,1     ,164814,,164814.0,88517.61
2017,12.  ,931  ,151    ,GRATIFICACIÓ SERVEIS FUNCIONARIS                  ,   ,9    ,1     ,624,,624.0,
2017,12.  ,931  ,16000  ,QUOTES SEGURETAT SOCIAL                           ,   ,9    ,1     ,77313,,77313.0,37790.37
2017,12.  ,932  ,12000  ,SOUS DEL GRUP A1                                  ,   ,9    ,1     ,74122,,74122.0,26531.94
2017,12.  ,932  ,12001  ,SOUS DEL GRUP A2                                  ,   ,9    ,1     ,26072,,26072.0,6517.8
2017,12.  ,932  ,12003  ,SOUS DEL GRUP C1                                  ,   ,9    ,1     ,49920,,49920.0,18751.07
2017,12.  ,932  ,12004  ,SOUS DEL GRUP C2                                  ,   ,9    ,1     ,42313,,42313.0,21587.36
2017,12.  ,932  ,12006  ,TRIENNIS                                          ,   ,9    ,1     ,45392,,45392.0,20305.62
2017,12.  ,932  ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,   ,9    ,1     ,95945,,95945.0,35386.41
2017,12.  ,932  ,12101  ,COMPLEMENT ESPECÍFIC                              ,   ,9    ,1     ,224983,,224983.0,81472.81
2017,12.  ,932  ,151    ,GRATIFICACIÓ SERVEIS FUNCIONARIS                  ,   ,9    ,1     ,1172,,1172.0,597.15
2017,12.  ,932  ,16000  ,QUOTES SEGURETAT SOCIAL                           ,   ,9    ,1     ,142345,,142345.0,57333.57
2017,12.  ,934  ,12000  ,SOUS DEL GRUP A1                                  ,   ,9    ,1     ,14825,,14825.0,7412.11
2017,12.  ,934  ,12003  ,SOUS DEL GRUP C1                                  ,   ,9    ,1     ,9984,,9984.0,4991.91
2017,12.  ,934  ,12004  ,SOUS DEL GRUP C2                                  ,   ,9    ,1     ,16925,,16925.0,4750.27
2017,12.  ,934  ,12006  ,TRIENNIS                                          ,   ,9    ,1     ,8646,,8646.0,3265.48
2017,12.  ,934  ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,   ,9    ,1     ,22812,,22812.0,9564.2
2017,12.  ,934  ,12101  ,COMPLEMENT ESPECÍFIC                              ,   ,9    ,1     ,47508,,47508.0,30405.28
2017,12.  ,934  ,16000  ,QUOTES SEGURETAT SOCIAL                           ,   ,9    ,1     ,30883,,30883.0,9275.87
2017,12.  ,934  ,22708  ,DESPESES RECAPTACIÓ ORGT                          ,12.,934  ,22708 ,580000,,580000.0,446708.38
2017,11.  ,9202 ,11001  ,RETRIBUCIONS COMPLEMENTÀRIES PERSONAL EVENTUAL    ,   ,9    ,1     ,37192,,37192.0,17887.17
2017,11.  ,9202 ,12001  ,SOUS DEL GRUP A2                                  ,   ,9    ,1     ,39107,,39107.0,12874.17
2017,11.  ,9202 ,12003  ,SOUS DEL GRUP C1                                  ,   ,9    ,1     ,9984,,9984.0,4991.91
2017,11.  ,9202 ,12006  ,TRIENNIS                                          ,   ,9    ,1     ,3622,,3622.0,1757.08
2017,11.  ,9202 ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,   ,9    ,1     ,21061,,21061.0,7823.34
2017,11.  ,9202 ,12101  ,COMPLEMENT ESPECÍFIC                              ,   ,9    ,1     ,41794,,41794.0,15740.83
2017,11.  ,9202 ,13000  ,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX        ,   ,9    ,1     ,29899,,29899.0,14949.2
2017,11.  ,9202 ,13001  ,HORES EXTRAORDINÀRIES PERSONAL LABORAL FIX        ,   ,9    ,1     ,142,,142.0,454.95
2017,11.  ,9202 ,151    ,GRATIFICACIÓ SERVEIS FUNCIONARIS                  ,   ,9    ,1     ,209,,209.0,957.12
2017,11.  ,9202 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,   ,9    ,1     ,58431,,58431.0,25535.06
2017,11.  ,9202 ,226021 ,COMUNICACIÓ SOCIAL-DIFUSIÓ                        ,11 ,92   ,22    ,141800,,141800.0,57082.02
2017,11.  ,9202 ,226023 ,COMUNICACIÓ INSTITUCIONAL                         ,11 ,92   ,22    ,200000,,200000.0,41802.63
2017,11.  ,9203 ,12000  ,SOUS DEL GRUP A1                                  ,   ,9    ,1     ,29649,,29649.0,14824.22
2017,11.  ,9203 ,12003  ,SOUS DEL GRUP C1                                  ,   ,9    ,1     ,9984,,9984.0,4991.91
2017,11.  ,9203 ,12004  ,SOUS DEL GRUP C2                                  ,   ,9    ,1     ,16925,,16925.0,8462.46
2017,11.  ,9203 ,12006  ,TRIENNIS                                          ,   ,9    ,1     ,15478,,15478.0,7693.64
2017,11.  ,9203 ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,   ,9    ,1     ,34244,,34244.0,17106.43
2017,11.  ,9203 ,12101  ,COMPLEMENT ESPECÍFIC                              ,   ,9    ,1     ,118481,,118481.0,59223.96
2017,11.  ,9203 ,151    ,GRATIFICACIÓ SERVEIS FUNCIONARIS                  ,   ,9    ,1     ,1032,,1032.0,98.42
2017,11.  ,9203 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,   ,9    ,1     ,42470,,42470.0,22382.71
2017,12.  ,011  ,31000  ,INTERESSOS PRÉSTECS LLARG TERMINI                 ,12.,011  ,31000 ,95000,,95000.0,26263.04
2017,12.  ,011  ,31001  ,INTERESSOS ENDEUTAMENT CURT TERMINI               ,12 ,01   ,31    ,1000,,1000.0,
2017,12.  ,011  ,311    ,COMISSIONS-DESPESES OP. CRÈDIT                    ,12 ,01   ,31    ,1000,,1000.0,7.3
2017,12.  ,011  ,359    ,ALTRES DESPESES FINANCERES                        ,12 ,01   ,35    ,15000,,15000.0,2299.32
2017,12.  ,011  ,913    ,AMORT. PRÉSTECS ENTITATS FINANCERES               ,12.,011  ,913   ,2255000,224408.53,2479408.53,1198361.37
2017,12.  ,133  ,82120  ,PRÉSTEC EMPRESA MUNICIPAL PRAT ESPAIS             ,12.,133  ,82120 ,1000000,14000000.0,15000000.0,
2017,12.  ,160  ,740    ,TRANSF CAPITAL APSA                               ,12.,160  ,740   ,350000,,350000.0,100000.0
2017,12.  ,161  ,467    ,TRANSF CONGIAC                                    ,12.,161  ,467   ,1,6800.0,6801.0,6800.0
2017,12.  ,221  ,16205  ,ASSEGURANÇA VIDA I ACCIDENTS                      ,   ,2    ,1     ,45000,,45000.0,
2017,12.  ,221  ,164    ,AJUDA FAMILIAR                                    ,   ,2    ,1     ,14081,,14081.0,7526.82
2017,12.  ,419  ,621    ,ADQUISICIÓ DE TERRENYS                            ,12.,419  ,621   ,100000,,100000.0,50000.0
2017,12.  ,912  ,10000  ,RETRIBUCIONS BÀSIQUES ÒRGANS DE GOVERN            ,   ,9    ,1     ,55955,,55955.0,55247.29
2017,12.  ,912  ,10001  ,ALTRES REMUNERACIONS - ASSISTÈNCIA PLENS          ,   ,9    ,1     ,82416,,82416.0,40703.0
2017,12.  ,912  ,10002  ,RETRIBUCIONS BÀSIQUES REG. DEDICACIÓ PARCIAL      ,   ,9    ,1     ,54541,,54541.0,
2017,12.  ,912  ,16000  ,QUOTES SEGURETAT SOCIAL                           ,   ,9    ,1     ,31979,,31979.0,16202.58
2017,12.  ,912  ,489    ,TRANSF CORRENTS GRUPS MUNICIPALS                  ,12 ,91   ,48    ,175500,,175500.0,82650.0
2017,12.  ,920  ,202    ,ARRENDAMENTS VARIS                                ,12 ,92   ,20    ,155000,,155000.0,82599.13
2017,12.  ,920  ,209    ,CÀNONS VARIS                                      ,12 ,92   ,20    ,65000,,65000.0,41805.66
2017,12.  ,920  ,216    ,MANTENIMENT EQUIPS INFORMÀTICS/PROGRAMARI         ,12 ,92   ,21    ,390000,,390000.0,126883.48
2017,12.  ,920  ,22000  ,MATERIAL D'OFICINA                                ,12 ,92   ,22    ,125000,,125000.0,51996.14
