#Ejercicio,Org.,Econ.,Denominación (cast.),Previsiones Iniciales,Modificaciones de previsiones,Previsiones Definitivas,Derechos reconocidos
2017,,75080  ,OTRAS TRANSF.CAPITAL ADM. GRAL COMUNIDAD AUT.,0.0,0.0,0.0,32985.03
2017,,87000  ,REMANENTE TESORERÍA GASTOS GENERALES,0.0,54863839.51,54863839.51,0.0
2017,,112    ,IMPUESTO BIENES INMUEBLES RÚSTICOS,8500.0,0.0,8500.0,9474.94
2017,,113    ,IMPUESTO BIENES INMUEBLES DE NATURALEZA URBANA,15500000.0,0.0,15500000.0,16506417.01
2017,,114    ,IMPUESTO BIENES INMUEBLES CARACTERÍSTICAS ESPECIALES,29640000.0,0.0,29640000.0,29644174.12
2017,,115    ,IMPUESTO VEHÍCULOS TRACCIÓN MECÁNICA,2800000.0,0.0,2800000.0,3177276.03
2017,,116    ,IMPUESTO INCREMENTO VALOR DE LOS TERRENOS,2857485.0,0.0,2857485.0,2867665.48
2017,,130    ,IMPUESTO DE ACTIVIDADES ECONÓMICAS,7400000.0,0.0,7400000.0,7601544.49
2017,,290    ,"IMPUESTO CONSTRUCCIONES, INSTALACIONES Y OBRAS",600000.0,0.0,600000.0,1263220.89
2017,,302    ,TASA RECOGIDA BASURA COMERCIAL,70000.0,0.0,70000.0,63351.98
2017,,30901  ,VIGILANCIA ESPECIAL,15000.0,0.0,15000.0,27758.3
2017,,311    ,RESIDENCIA DE ANCIANOS,160000.0,0.0,160000.0,183232.29
2017,,31101  ,TASA PRESTACIÓN SERVICIOS SOCIALES,5000.0,0.0,5000.0,26799.68
2017,,312    ,GUARDERÍA,190000.0,0.0,190000.0,205594.32
2017,,31301  ,CURSILLOS Y ACTIVIDADES DEPORTIVAS,225000.0,0.0,225000.0,272915.59
2017,,31302  ,INSTALACIONES DEPORTIVAS,40000.0,0.0,40000.0,46286.49
2017,,31303  ,SERVICIOS DEPORTIVOS,2250000.0,0.0,2250000.0,2257259.05
2017,,31905  ,CONTROL SANITARIO PERROS,21000.0,0.0,21000.0,26514.0
2017,,321    ,TASA LICENCIA DE OBRAS,260000.0,0.0,260000.0,536139.3
2017,,323    ,TASA PERMISOS AMBIENTALES,225000.0,0.0,225000.0,1142671.24
2017,,325    ,EXPEDICIÓN DE DOCUMENTOS,27000.0,0.0,27000.0,43988.76
2017,,326    ,RETIRADA DE VEHÍCULOS,80000.0,0.0,80000.0,169030.74
2017,,32901  ,MERCADO MUNICIPAL,32000.0,0.0,32000.0,27192.0
2017,,32902  ,CONTROL SANITARIO DE ESTABLECIMIENTOS,1000.0,0.0,1000.0,960.0
2017,,331    ,TASAS VADOS,570000.0,0.0,570000.0,604335.68
2017,,332    ,UTILIZACIÓN PRIVATIVA/APROVECHAMIENTO EMP. SUMINISTR,635000.0,0.0,635000.0,1328694.81
2017,,333    ,UTILIZACIÓN PRIVATIVA/APROVECHAMIENTO EMP. TELECOMUNICACIONES,17000.0,0.0,17000.0,-26684.69
2017,,335    ,TASA VELADORES Y SILLAS,145000.0,0.0,145000.0,153728.6
2017,,338    ,TASA COMPENSACIÓN TELEFÓNICA ESPAÑA,205000.0,0.0,205000.0,231829.26
2017,,339    ,OTRAS UTILIZACIONES PRIVATIVAS DEL DOMINIO PÚBLICO,133000.0,0.0,133000.0,195395.48
2017,,33901  ,TASAS QUIOSCOS,65000.0,0.0,65000.0,114560.91
2017,,33902  ,TASAS PARADAS A LA VIA PÚBLICA,46000.0,0.0,46000.0,44941.2
2017,,34901  ,HUERTOS LÚDICOS,15000.0,0.0,15000.0,14385.0
2017,,34902  ,SERVICIOS CULTURALES,1000.0,0.0,1000.0,0.0
2017,,34903  ,SERVICIOS CULTURALES TEATRO MODERN,6.0,36621.27,36627.27,51685.92
2017,,34904  ,SERVICIOS PROMOCIÓN ECONÓMICA,3000.0,0.0,3000.0,10545.68
2017,,34905  ,SERVICIOS/ACTIVIDADES MEDIO AMBIENTE (ACTIVIDADES),39000.0,0.0,39000.0,42486.0
2017,,36000  ,VENTA DE MATERIAL DESECHABLE,3000.0,0.0,3000.0,4950.0
2017,,36001  ,VENTA DE PUBLICACIONES,100.0,0.0,100.0,1080.69
2017,,36002  ,VENTA DE ELECTRICIDAD,45000.0,0.0,45000.0,51134.53
2017,,36003  ,"PRESTACIÓN SERVICIOS MEDIO AMBIENTE (PAPEL, VIDRIO, CART...)",330000.0,0.0,330000.0,414913.89
2017,,389    ,REINTEGROS PRESUPUESTOS CERRADOS,5000.0,0.0,5000.0,130859.25
2017,,38901  ,REINTEGRO ANUNCIOS,5000.0,0.0,5000.0,13338.84
2017,,39100  ,MULTAS INFRACCIONES URBANÍSTICAS,10000.0,0.0,10000.0,137951.2
2017,,39120  ,MULTAS DE CIRCULACIÓN,500000.0,0.0,500000.0,1269333.48
2017,,39190  ,OTRAS MULTAS Y SANCIONES,50000.0,0.0,50000.0,208071.23
2017,,39200  ,RECARGO DECLARACIÓN EXTEMPORÁNEA,7000.0,0.0,7000.0,633.63
2017,,39211  ,RECARGO DE CONSTREÑIMIENTO,36000.0,0.0,36000.0,61210.57
2017,,393    ,INTERESES DE DEMORA,55000.0,0.0,55000.0,120687.1
2017,,398    ,INDEMNIZACIONES DE SEGUROS NO VIDA,90000.0,0.0,90000.0,73436.71
2017,,399    ,OTROS INGRESOS DIVERSOS,100000.0,0.0,100000.0,69446.82
2017,,39901  ,OTROS INGRESOS EJECUCIONES SUBSIDIARIAS,6.0,41605.09,41611.09,40168.6
2017,,42000  ,PARTICIPACIÓN EN TRIBUTOS DEL ESTADO,14700000.0,0.0,14700000.0,14839645.21
2017,,45000  ,FONDO COOPERACIÓN LOCAL CATALUÑA,388343.0,0.0,388343.0,387634.14
2017,,45001  ,OTRAS TRANSFERENCIAS DE LA GENERALITAT,66288.0,224408.53,290696.53,318471.53
2017,,45002  ,SUBV. GENERALITAT SERVICIOS SOCIALES/IGUALDAD,1925000.0,0.0,1925000.0,2074813.05
2017,,45030  ,SUBV. GENERALITAT EDUCACIÓN,1000.0,0.0,1000.0,16425.0
2017,,45050  ,SUBV. GENERALITAT OCUPACIÓN-DESARROLLO LOCAL,6.0,1141459.18,1141465.18,1247218.83
2017,,450801 ,SUBV. GENERALITAT SANIDAD-CONSUMO,1000.0,0.0,1000.0,0.0
2017,,450802 ,SUBV. GENERALITAT CULTURA-JUVENTUD,1800.0,0.0,1800.0,40346.56
2017,,450803 ,SUBV. GENERALITAT TURISMO,32522.0,0.0,32522.0,56732.14
2017,,45300  ,"DE SOCIEDADES, ENTES PÚBLICOS I OTROS DEPENDIENTES CCAA",10000.0,0.0,10000.0,18270.0
2017,,46100  ,SUBVENCIONES DIPUTACIÓN,100000.0,0.0,100000.0,80330.52
2017,,46101  ,SUBV. DIPUTACIÓN FORMACIÓN-OCUPACIÓN,6.0,341276.33,341282.33,411305.33
2017,,46102  ,SUBV. DIPUTACIÓN SERVICIOS SOCIALES,415336.0,0.0,415336.0,309619.95
2017,,46103  ,SUBV. DIPUTACIÓN EDUCACIÓN,92755.0,0.0,92755.0,592766.96
2017,,46104  ,SUBV. DIPUTACIÓN DEPORTES,23958.0,0.0,23958.0,20958.0
2017,,46105  ,SUBV. DIPUTACIÓN SALUD PÚBLICA,164165.0,0.0,164165.0,142040.52
2017,,46106  ,"SUBV. DIPUTACIÓN, CULTURA-JUVENTUD",13100.0,0.0,13100.0,19080.0
2017,,46107  ,SUBV. DIPUTACIÓN MEDIO AMBIENTE,8479.0,0.0,8479.0,0.0
2017,,46108  ,SUBV. DIPUTACIÓN PROMOCIÓN DE LA MUJER,33245.0,0.0,33245.0,33245.0
2017,,46109  ,SUBV. DIPUTACIÓN PROGRAMA COMPLEMENTARIO SOPORTE,158664.0,0.0,158664.0,0.0
2017,,462    ,TRANSFERENCIAS CORRIENTES DE AYUNTAMIENTOS,6.0,0.0,6.0,0.0
2017,,464    ,TRANSFERENCIAS CORRIENTES DE ÁREAS METROPOLITANAS,295000.0,619149.9,914149.9,779218.72
2017,,465    ,TRANSFERENCIAS CORRIENTES ENTES COMARCALES,6.0,0.0,6.0,0.0
2017,,470    ,SUBVENCIONES DE EMPRESAS,5000.0,15000.0,20000.0,20000.0
2017,,480    ,SUBVENCIONES FORMACIÓN Y OCUPACIÓN,6.0,90372.42,90378.42,90378.42
2017,,490    ,SUBV. FONDO SOCIAL EUROPEO,6.0,0.0,6.0,0.0
2017,,514    ,INTERESES DE SOCIEDADES MERCANTILES,52899.0,0.0,52899.0,53877.08
2017,,52     ,INTERESES DE DEPÓSITOS,250000.0,0.0,250000.0,140664.65
2017,,541    ,PRODUCTO ALQUILERES INMUEBLES,3600.0,0.0,3600.0,0.0
2017,,550    ,CONCESIONES ADMINISTRATIVAS,214000.0,0.0,214000.0,240653.45
2017,,761    ,TRANSF CAPITAL DIPUTACIÓN DE BARCELONA,1764221.0,0.0,1764221.0,941065.91
2017,,764    ,TRANSF CAPITAL ÁREA METROPOLITANA DE BARCELONA,2457814.0,0.0,2457814.0,41640.17
2017,,82120  ,REINTEGRO PRÉSTAMOS SECTOR PÚBLICO LOCAL,315814.0,0.0,315814.0,315814.96
2017,,830    ,ANTICIPOS REINTEGRABLES PERSONAL,1000.0,16000.0,17000.0,15886.2
2017,,603    ,VENTA DE PATRIMONIO,0.0,0.0,0.0,854.95
2017,,32903  ,OTRAS TASAS REALIZACIÓN ACT. COMPETENCIA LOCAL,0.0,0.0,0.0,120892.39
2017,,441    ,TRANSFER DE EMPRESAS ENTIDADES LOCALES,0.0,6800.0,6800.0,6800.0
2017,,42090  ,OTRAS TRANSFERENCIAS CORRIENTES DE LA AGE. ESTATAL,0.0,0.0,0.0,8317.76
2017,,559    ,OTRAS CONCESIONES Y APROVECHAMIENTOS,0.0,0.0,0.0,9576.02
